code,name,market,sector,status,priceStatus,financialStatus,metricSource,action,lastClose,priceJudgement,financialError
3238,セントラル総合開発,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,372,見送り寄り,
323A,フライヤー,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,410,中立,
3241,ウィル,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,566,中立,
3242,アーバネットコーポレーション,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,495,見送り寄り,
3245,ディア・ライフ,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1073,見送り寄り,
3246,コーセーアールイー,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,638,見送り寄り,
3248,アールエイジ,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,873,見送り寄り,
324A,ブッキングリゾート,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,681,見送り寄り,
3252,地主,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2910,良さそう,
325A,ＴＥＮＴＩＡＬ,グロース（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1429,中立,
3261,グランディーズ,グロース（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,398,見送り寄り,
3266,ファンドクリエーショングループ,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,83,良さそう,
3267,フィル・カンパニー,スタンダード（内国株式）,建設業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,731,中立,
3271,ＴＨＥグローバル社,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1268,中立,
3276,ＪＰＭＣ,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1417,中立,
3277,サンセイランディック,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,644,中立,
3280,エストラスト,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,988,見送り寄り,
3284,フージャースホールディングス,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1226,見送り寄り,
3286,トラストホールディングス,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,890,中立,
3288,オープンハウスグループ,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,8720,中立,
3289,東急不動産ホールディングス,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1327,中立,
3291,飯田グループホールディングス,プライム（内国株式）,不動産業,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,2236,中立,BPS、純資産、株数推定が不足
3293,アズマハウス,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,765,見送り寄り,
3294,イーグランド,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,4840,良さそう,
3297,東武住販,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1112,良さそう,
3299,ムゲンエステート,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1926,良さそう,
3300,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2094,中立,
3302,帝国繊維,プライム（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3415,見送り寄り,
3306,日本製麻,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,664,中立,
330A,ＴａｌｅｎｔＸ,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,460,中立,
3315,日本コークス工業,プライム（内国株式）,石油・石炭製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,92,見送り寄り,
3317,フライングガーデン,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1415,見送り寄り,
331A,メディックス,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,493,見送り寄り,
3320,クロスプラス,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,1340,中立,
3321,ミタチ産業,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1567,見送り寄り,
3323,レカム,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,74,中立,
3326,ランシステム,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,621,中立,
3329,東和フードサービス,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,2076,中立,
332A,ミーク,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1034,中立,
3333,あさひ,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/05,ランキング判定に利用,1342,良さそう,
3349,コスモス薬品,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,6618,見送り寄り,
334A,ビジュアル・プロセッシング・ジャパン,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,926,中立,
3350,メタプラネット,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,226,未約定,
3352,バッファロー,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1656,良さそう,
3353,メディカル一光グループ,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,2796,良さそう,
3355,クリヤマホールディングス,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1569,中立,
3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,99,中立,
3359,ｃｏｔｔａ,グロース（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,524,中立,
335A,ミライロ,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,352,見送り寄り,
3360,シップヘルスケアホールディングス,プライム（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2291.5,中立,
3361,トーエル,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,888,中立,
336A,ダイナミックマッププラットフォーム,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,831,中立,
3370,フジタコーポレーション,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,487,中立,
3371,ソフトクリエイトホールディングス,プライム（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1917,見送り寄り,
3372,関門海,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,220,見送り寄り,
3374,内外テック,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3210,良さそう,
3375,ＺＯＡ,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1712,中立,
3377,バイク王＆カンパニー,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,366,見送り寄り,
3382,セブン＆アイ・ホールディングス,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,2030,中立,
3386,コスモ・バイオ,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1262,中立,
3387,クリエイト・レストランツ・ホールディングス,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,753,見送り寄り,
3388,明治電機工業,プライム（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2135,見送り寄り,
338A,ＺｅｎｍｕＴｅｃｈ,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2121,未約定,
3391,ツルハホールディングス,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,2294.5,見送り寄り,
3392,デリカフーズホールディングス,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,859,中立,
3393,スターティアホールディングス,プライム（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3055,中立,
3395,サンマルクホールディングス,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2590,中立,
3396,フェリシモ,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,855,中立,
3397,トリドールホールディングス,プライム（内国株式）,小売業,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,4026,良さそう,BPS、純資産、株数推定が不足
3399,丸千代山岡家,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,3385,良さそう,
339A,プログレス・テクノロジーズ　グループ,グロース（内国株式）,サービス業,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,955,見送り寄り,BPS、純資産、株数推定が不足
3401,帝人,プライム（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1718.5,中立,
3402,東レ,プライム（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1166,中立,
3405,クラレ,プライム（内国株式）,化学,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1700,見送り寄り,
3407,旭化成,プライム（内国株式）,化学,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1867,良さそう,
3409,北紡,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,94,良さそう,
340A,ジグザグ,グロース（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,351,見送り寄り,
3415,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,410,良さそう,
3416,ピクスタ,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,838,見送り寄り,
3417,大木ヘルスケアホールディングス,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1149,見送り寄り,
3418,バルニバービ,グロース（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,1149,良さそう,
341A,トヨコー,グロース（内国株式）,建設業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2024,見送り寄り,
3420,ケー・エフ・シー,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1655,良さそう,
3421,稲葉製作所,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,1761,良さそう,
3422,Ｊ－ＭＡＸ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,493,中立,
3423,エスイー,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,268,良さそう,
3426,アトムリビンテック,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1297,見送り寄り,
3431,宮地エンジニアリンググループ,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1535,見送り寄り,
3433,トーカロ,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3010,良さそう,
3434,アルファＣｏ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1255,中立,
3435,サンコーテクノ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1405,中立,
3436,ＳＵＭＣＯ,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,4507,良さそう,
3437,特殊電極,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2663,見送り寄り,
3439,三ツ知,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,674,良さそう,
343A,ＩＡＣＥトラベル,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1409,見送り寄り,
3440,日創グループ,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,970,中立,
3441,山王,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,2831,中立,
3443,川田テクノロジーズ,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1361,中立,
3444,菊池製作所,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,1058,良さそう,
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,8320,中立,
3446,ジェイテックコーポレーション,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1810,見送り寄り,
3447,信和,スタンダード（内国株式）,金属製品,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,946,中立,BPS、純資産、株数推定が不足
3449,テクノフレックス,スタンダード（内国株式）,金属製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,6720,良さそう,
3452,ビーロット,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1480,見送り寄り,
3454,ファーストブラザーズ,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1223,中立,
3457,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,970,見送り寄り,
3461,パルマ,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,567,中立,
3465,ケイアイスター不動産,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3725,良さそう,
3467,アグレ都市デザイン,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2600,中立,
3469,デュアルタップ,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,896,見送り寄り,
3474,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,550,見送り寄り,
3475,グッドコムアセット,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,1483,中立,
3477,フォーライフ,グロース（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,841,見送り寄り,
3479,ティーケーピー,グロース（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1743,中立,
3480,ジェイ・エス・ビー,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,8980,良さそう,
3482,ロードスターキャピタル,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2698,見送り寄り,
3484,イノベーションホールディングス,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1141,中立,
3486,グローバル・リンク・マネジメント,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1870,良さそう,
3489,フェイスネットワーク,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,786,中立,
3490,アズ企画設計,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,3150,見送り寄り,
3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,1402,見送り寄り,
3494,マリオン,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,426,見送り寄り,
3495,香陵住販,スタンダード（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2345,見送り寄り,
3496,アズーム,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,4380,見送り寄り,
3498,霞ヶ関キャピタル,プライム（内国株式）,不動産業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,6720,見送り寄り,
3501,ＳＵＭＩＮＯＥ,プライム（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1091,中立,
350A,デジタルグリッド,グロース（内国株式）,電気・ガス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,756,中立,
3512,日本フエルト,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1042,良さそう,
3513,イチカワ,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3625,良さそう,
3521,テルマー湯ホールディングス,スタンダード（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,152,中立,
3524,日東製網,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,1417,中立,
3529,アツギ,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1077,見送り寄り,
352A,ＬＯＩＶＥ,グロース（内国株式）,サービス業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,518,見送り寄り,
3536,アクサスホールディングス,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,129,中立,
3537,昭栄薬品,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1659,中立,
3538,ウイルプラスホールディングス,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,938,中立,
3539,ＪＭホールディングス,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,1267,中立,
3542,ベガコーポレーション,グロース（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1240,見送り寄り,
3543,コメダホールディングス,プライム（内国株式）,卸売業,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,2866,見送り寄り,BPS、純資産、株数推定が不足
3544,サツドラホールディングス,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/05,ランキング判定に利用,1250,良さそう,
3546,アレンザホールディングス,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1455,中立,
3547,ユニシアホールディングス,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1591,見送り寄り,
3548,バロックジャパンリミテッド,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,747,見送り寄り,
3549,クスリのアオキホールディングス,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,3964,見送り寄り,
3550,スタジオアタオ,グロース（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,227,良さそう,
3551,ダイニック,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1362,見送り寄り,
3553,共和レザー,スタンダード（内国株式）,化学,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,867,中立,
3556,リネットジャパングループ,グロース（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,759,中立,
3557,ユナイテッド＆コレクティブ,グロース（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,555,見送り寄り,
3558,ジェイドグループ,グロース（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1582,良さそう,
3559,ピーバンドットコム,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,405,見送り寄り,
3560,ほぼ日,スタンダード（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,4530,良さそう,
3561,力の源ホールディングス,プライム（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1563,良さそう,
3562,Ｎｏ．１,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1591,中立,
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,小売業,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,4931,見送り寄り,BPS、純資産、株数推定が不足
3565,アセンテック,スタンダード（内国株式）,卸売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/04,ランキング判定に利用,423,未約定,
3566,ユニフォームネクスト,グロース（内国株式）,小売業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,847,良さそう,
3569,セーレン,プライム（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,3295,中立,
3571,ソトー,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,711,見送り寄り,
3577,東海染工,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,924,中立,
3580,小松マテーレ,プライム（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,711,中立,
3583,オーベクス,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1234,見送り寄り,
3591,ワコールホールディングス,プライム（内国株式）,繊維製品,補完チェック完了,月次価格取得済み,財務補完済み,completionEstimate,補完データでチャートと広域判定に利用,4522,良さそう,BPS、純資産、株数推定が不足
3597,自重堂,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,8910,見送り寄り,
3598,山喜,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,163,見送り寄り,
3600,フジックス,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,1701,中立,
3607,クラウディアホールディングス,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,356,良さそう,
3608,ＴＳＩホールディングス,プライム（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1227,見送り寄り,
3611,マツオカコーポレーション,スタンダード（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,2590,中立,
3612,ワールド,プライム（内国株式）,繊維製品,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/02,ランキング判定に利用,1637,中立,
3622,ネットイヤーグループ,スタンダード（内国株式）,情報・通信業,自動チェック完了,月次価格取得済み,財務取得済み,irbank:2026/03,ランキング判定に利用,504,中立,
