code,name,market,sector
3480,ジェイ・エス・ビー,プライム（内国株式）,不動産業
3482,ロードスターキャピタル,プライム（内国株式）,不動産業
3484,イノベーションホールディングス,スタンダード（内国株式）,不動産業
3486,グローバル・リンク・マネジメント,プライム（内国株式）,不動産業
3489,フェイスネットワーク,スタンダード（内国株式）,不動産業
3490,アズ企画設計,スタンダード（内国株式）,不動産業
3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,不動産業
3494,マリオン,スタンダード（内国株式）,不動産業
3495,香陵住販,スタンダード（内国株式）,不動産業
3496,アズーム,プライム（内国株式）,不動産業
3498,霞ヶ関キャピタル,プライム（内国株式）,不動産業
3501,ＳＵＭＩＮＯＥ,プライム（内国株式）,繊維製品
350A,デジタルグリッド,グロース（内国株式）,電気・ガス業
3512,日本フエルト,スタンダード（内国株式）,繊維製品
3513,イチカワ,スタンダード（内国株式）,繊維製品
3521,テルマー湯ホールディングス,スタンダード（内国株式）,サービス業
3524,日東製網,スタンダード（内国株式）,繊維製品
3529,アツギ,スタンダード（内国株式）,繊維製品
352A,ＬＯＩＶＥ,グロース（内国株式）,サービス業
3536,アクサスホールディングス,スタンダード（内国株式）,小売業
3537,昭栄薬品,スタンダード（内国株式）,卸売業
3538,ウイルプラスホールディングス,スタンダード（内国株式）,小売業
3539,ＪＭホールディングス,プライム（内国株式）,小売業
3542,ベガコーポレーション,グロース（内国株式）,小売業
3543,コメダホールディングス,プライム（内国株式）,卸売業
3544,サツドラホールディングス,スタンダード（内国株式）,小売業
3546,アレンザホールディングス,プライム（内国株式）,小売業
3547,ユニシアホールディングス,スタンダード（内国株式）,小売業
3548,バロックジャパンリミテッド,プライム（内国株式）,小売業
3549,クスリのアオキホールディングス,プライム（内国株式）,小売業
3550,スタジオアタオ,グロース（内国株式）,小売業
3551,ダイニック,スタンダード（内国株式）,繊維製品
3553,共和レザー,スタンダード（内国株式）,化学
3556,リネットジャパングループ,グロース（内国株式）,小売業
3557,ユナイテッド＆コレクティブ,グロース（内国株式）,小売業
3558,ジェイドグループ,グロース（内国株式）,小売業
3559,ピーバンドットコム,スタンダード（内国株式）,卸売業
3560,ほぼ日,スタンダード（内国株式）,小売業
3561,力の源ホールディングス,プライム（内国株式）,小売業
3562,Ｎｏ．１,スタンダード（内国株式）,卸売業
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,小売業
3565,アセンテック,スタンダード（内国株式）,卸売業
3566,ユニフォームネクスト,グロース（内国株式）,小売業
3569,セーレン,プライム（内国株式）,繊維製品
3571,ソトー,スタンダード（内国株式）,繊維製品
3577,東海染工,スタンダード（内国株式）,繊維製品
3580,小松マテーレ,プライム（内国株式）,繊維製品
3583,オーベクス,スタンダード（内国株式）,繊維製品
3591,ワコールホールディングス,プライム（内国株式）,繊維製品
3597,自重堂,スタンダード（内国株式）,繊維製品
3598,山喜,スタンダード（内国株式）,繊維製品
3600,フジックス,スタンダード（内国株式）,繊維製品
3607,クラウディアホールディングス,スタンダード（内国株式）,繊維製品
3608,ＴＳＩホールディングス,プライム（内国株式）,繊維製品
3611,マツオカコーポレーション,スタンダード（内国株式）,繊維製品
3612,ワールド,プライム（内国株式）,繊維製品
3622,ネットイヤーグループ,スタンダード（内国株式）,情報・通信業
3623,ビリングシステム,グロース（内国株式）,情報・通信業
3624,アクセルマーク,グロース（内国株式）,情報・通信業
3625,テックファームホールディングス,グロース（内国株式）,情報・通信業
3626,ＴＩＳ,プライム（内国株式）,情報・通信業
3627,テクミラホールディングス,スタンダード（内国株式）,情報・通信業
3628,データホライゾン,グロース（内国株式）,情報・通信業
3632,グリーホールディングス,プライム（内国株式）,情報・通信業
3633,ＧＭＯペパボ,スタンダード（内国株式）,情報・通信業
3634,ソケッツ,スタンダード（内国株式）,情報・通信業
3635,コーエーテクモホールディングス,プライム（内国株式）,情報・通信業
3636,三菱総合研究所,プライム（内国株式）,情報・通信業
3639,ボルテージ,スタンダード（内国株式）,情報・通信業
3640,電算,スタンダード（内国株式）,情報・通信業
3641,パピレス,スタンダード（内国株式）,情報・通信業
3645,メディカルネット,グロース（内国株式）,情報・通信業
3646,駅探,スタンダード（内国株式）,情報・通信業
3647,アスリナ,スタンダード（内国株式）,情報・通信業
3648,ＡＧＳ,スタンダード（内国株式）,情報・通信業
3649,ファインデックス,プライム（内国株式）,情報・通信業
3652,ディジタルメディアプロフェッショナル,グロース（内国株式）,情報・通信業
3653,モルフォ,グロース（内国株式）,情報・通信業
3656,ＫＬａｂ,プライム（内国株式）,情報・通信業
3657,ポールトゥウィンホールディングス,プライム（内国株式）,情報・通信業
3659,ネクソン,プライム（内国株式）,情報・通信業
365A,伊澤タオル,スタンダード（内国株式）,繊維製品
3660,アイスタイル,プライム（内国株式）,情報・通信業
3661,エムアップホールディングス,プライム（内国株式）,情報・通信業
3662,エイチームホールディングス,プライム（内国株式）,情報・通信業
3663,セルシス,プライム（内国株式）,情報・通信業
3664,ＷＩＺＥ,グロース（内国株式）,情報・通信業
3665,エニグモ,プライム（内国株式）,情報・通信業
3667,ｅｎｉｓｈ,スタンダード（内国株式）,情報・通信業
3668,コロプラ,プライム（内国株式）,情報・通信業
366A,ウェルネス・コミュニケーションズ,グロース（内国株式）,サービス業
3670,協立情報通信,スタンダード（内国株式）,情報・通信業
3671,ソフトマックス,スタンダード（内国株式）,情報・通信業
3672,オルトプラス,スタンダード（内国株式）,情報・通信業
3673,ブロードリーフ,プライム（内国株式）,情報・通信業
3674,オークファン,グロース（内国株式）,情報・通信業
3675,クロス・マーケティンググループ,スタンダード（内国株式）,情報・通信業
3676,デジタルハーツホールディングス,プライム（内国株式）,情報・通信業
3678,メディアドゥ,プライム（内国株式）,情報・通信業
3679,じげん,プライム（内国株式）,情報・通信業
367A,プリモグローバルホールディングス,スタンダード（内国株式）,小売業
3680,ホットリンク,グロース（内国株式）,情報・通信業
3681,ブイキューブ,プライム（内国株式）,情報・通信業
3682,エンカレッジ・テクノロジ,スタンダード（内国株式）,情報・通信業
3683,サイバーリンクス,スタンダード（内国株式）,情報・通信業
3686,ディー・エル・イー,スタンダード（内国株式）,情報・通信業
3687,フィックスターズ,プライム（内国株式）,情報・通信業
368A,北里コーポレーション,プライム（内国株式）,精密機器
3690,イルグルム,スタンダード（内国株式）,情報・通信業
3691,デジタルプラス,グロース（内国株式）,情報・通信業
3692,ＦＦＲＩセキュリティ,グロース（内国株式）,情報・通信業
3694,オプティム,プライム（内国株式）,情報・通信業
3695,ＧＭＯプロダクトプラットフォーム,グロース（内国株式）,情報・通信業
3696,セレス,プライム（内国株式）,情報・通信業
3697,ＳＨＩＦＴ,プライム（内国株式）,情報・通信業
3698,ＣＲＩ・ミドルウェア,スタンダード（内国株式）,情報・通信業
369A,エータイ,グロース（内国株式）,サービス業
3708,特種東海製紙,プライム（内国株式）,パルプ・紙
3710,ジョルダン,スタンダード（内国株式）,情報・通信業
3712,情報企画,スタンダード（内国株式）,情報・通信業
3719,ＡＩストーム,スタンダード（内国株式）,情報・通信業
3723,日本ファルコム,グロース（内国株式）,情報・通信業
3726,フォーシーズＨＤ,スタンダード（内国株式）,小売業
3727,アプリックス,グロース（内国株式）,情報・通信業
372A,レント,スタンダード（内国株式）,サービス業
3733,ソフトウェア・サービス,スタンダード（内国株式）,情報・通信業
373A,リップス,グロース（内国株式）,化学
3741,セック,プライム（内国株式）,情報・通信業
3744,サイオス,スタンダード（内国株式）,情報・通信業
3747,インタートレード,スタンダード（内国株式）,情報・通信業
3750,ＡＤＲ１２０Ｓ,スタンダード（内国株式）,情報・通信業
3753,フライトソリューションズ,スタンダード（内国株式）,情報・通信業
3758,アエリア,スタンダード（内国株式）,情報・通信業
3760,ケイブ,スタンダード（内国株式）,情報・通信業
3762,テクマトリックス,プライム（内国株式）,情報・通信業
3763,プロシップ,プライム（内国株式）,情報・通信業
3765,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,情報・通信業
3766,システムズ・デザイン,スタンダード（内国株式）,情報・通信業
3768,リスクモンスター,スタンダード（内国株式）,情報・通信業
3769,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,情報・通信業
3771,システムリサーチ,プライム（内国株式）,情報・通信業
3772,ウェルス・マネジメント,スタンダード（内国株式）,不動産業
3773,アドバンスト・メディア,グロース（内国株式）,情報・通信業
3774,インターネットイニシアティブ,プライム（内国株式）,情報・通信業
3776,ブロードバンドタワー,スタンダード（内国株式）,情報・通信業
3777,環境フレンドリーホールディングス,グロース（内国株式）,情報・通信業
3778,さくらインターネット,プライム（内国株式）,情報・通信業
3779,ジェイ・エスコムホールディングス,スタンダード（内国株式）,情報・通信業
3787,テクノマセマティカル,スタンダード（内国株式）,情報・通信業
3788,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）,情報・通信業
378A,ヒット,グロース（内国株式）,サービス業
3791,ＩＧポート,スタンダード（内国株式）,情報・通信業
3793,ドリコム,グロース（内国株式）,情報・通信業
3796,いい生活,スタンダード（内国株式）,情報・通信業
3798,ＵＬＳグループ,スタンダード（内国株式）,情報・通信業
3799,キーウェアソリューションズ,スタンダード（内国株式）,情報・通信業
3800,ユニリタ,スタンダード（内国株式）,情報・通信業
3802,エコミック,スタンダード（内国株式）,情報・通信業
3803,イメージ情報開発,グロース（内国株式）,情報・通信業
3804,システム　ディ,スタンダード（内国株式）,情報・通信業
3807,フィスコ,グロース（内国株式）,情報・通信業
3810,サイバーステップホールディングス,スタンダード（内国株式）,情報・通信業
3815,メディア工房,グロース（内国株式）,情報・通信業
3816,大和コンピューター,スタンダード（内国株式）,情報・通信業
3817,ＳＲＡホールディングス,プライム（内国株式）,情報・通信業
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード（内国株式）,情報・通信業
3825,リミックスポイント,スタンダード（内国株式）,小売業
3826,システムインテグレータ,スタンダード（内国株式）,情報・通信業
3834,朝日ネット,プライム（内国株式）,情報・通信業
3835,ｅＢＡＳＥ,プライム（内国株式）,情報・通信業
3836,アバントグループ,プライム（内国株式）,情報・通信業
3837,アドソル日進,プライム（内国株式）,情報・通信業
3839,ＯＤＫソリューションズ,スタンダード（内国株式）,情報・通信業
3840,パス,スタンダード（内国株式）,情報・通信業
3841,ジーダット,スタンダード（内国株式）,情報・通信業
3842,ネクストジェン,スタンダード（内国株式）,情報・通信業
3843,フリービット,プライム（内国株式）,情報・通信業
3844,コムチュア,プライム（内国株式）,情報・通信業
3845,アイフリークモバイル,スタンダード（内国株式）,情報・通信業
3848,データ・アプリケーション,スタンダード（内国株式）,情報・通信業
3850,エヌ・ティ・ティ・データ・イントラマート,スタンダード（内国株式）,情報・通信業
3851,日本一ソフトウェア,スタンダード（内国株式）,情報・通信業
3853,アステリア,プライム（内国株式）,情報・通信業
3854,アイル,プライム（内国株式）,情報・通信業
3856,Ａｂａｌａｎｃｅ,スタンダード（内国株式）,電気機器
3858,ユビキタスＡＩ,スタンダード（内国株式）,情報・通信業
3861,王子ホールディングス,プライム（内国株式）,パルプ・紙
3863,日本製紙,プライム（内国株式）,パルプ・紙
3864,三菱製紙,プライム（内国株式）,パルプ・紙
3865,北越コーポレーション,プライム（内国株式）,パルプ・紙
386A,みのや,スタンダード（内国株式）,小売業
3877,中越パルプ工業,プライム（内国株式）,パルプ・紙
3878,巴川コーポレーション,スタンダード（内国株式）,化学
387A,フラー,グロース（内国株式）,情報・通信業
3880,大王製紙,プライム（内国株式）,パルプ・紙
3891,ニッポン高度紙工業,スタンダード（内国株式）,パルプ・紙
3892,岡山製紙,スタンダード（内国株式）,パルプ・紙
3895,ハビックス,スタンダード（内国株式）,パルプ・紙
3896,阿波製紙,スタンダード（内国株式）,パルプ・紙
3900,クラウドワークス,グロース（内国株式）,情報・通信業
3901,マークラインズ,プライム（内国株式）,情報・通信業
3903,ｇｕｍｉ,プライム（内国株式）,情報・通信業
3904,カヤック,グロース（内国株式）,情報・通信業
3905,データセクション,グロース（内国株式）,情報・通信業
3907,シリコンスタジオ,スタンダード（内国株式）,情報・通信業
3908,コラボス,スタンダード（内国株式）,情報・通信業
3909,ショーケース,スタンダード（内国株式）,情報・通信業
3910,エムケイシステム,スタンダード（内国株式）,情報・通信業
3911,Ａｉｍｉｎｇ,グロース（内国株式）,情報・通信業
3912,モバイルファクトリー,スタンダード（内国株式）,情報・通信業
3913,ＧｒｅｅｎＢｅｅ,スタンダード（内国株式）,情報・通信業
3914,ＪＩＧ－ＳＡＷ,グロース（内国株式）,情報・通信業
3915,テラスカイ,プライム（内国株式）,情報・通信業
3916,デジタル・インフォメーション・テクノロジー,プライム（内国株式）,情報・通信業
3917,アイリッジ,グロース（内国株式）,情報・通信業
3918,ＰＣＩホールディングス,スタンダード（内国株式）,情報・通信業
3920,アイビーシー,スタンダード（内国株式）,情報・通信業
3921,ネオジャパン,プライム（内国株式）,情報・通信業
3922,ＰＲ　ＴＩＭＥＳ,プライム（内国株式）,情報・通信業
3923,ラクス,プライム（内国株式）,情報・通信業
3925,ダブルスタンダード,プライム（内国株式）,情報・通信業
3926,オープンドア,スタンダード（内国株式）,情報・通信業
3927,フーバーブレイン,スタンダード（内国株式）,情報・通信業
3928,マイネット,スタンダード（内国株式）,情報・通信業
3929,ソーシャルワイヤー,グロース（内国株式）,情報・通信業
3930,はてな,グロース（内国株式）,情報・通信業
3931,バリューゴルフ,グロース（内国株式）,情報・通信業
3932,アカツキ,プライム（内国株式）,情報・通信業
3933,チエル,スタンダード（内国株式）,情報・通信業
3934,ベネフィットジャパン,スタンダード（内国株式）,情報・通信業
3935,エディア,スタンダード（内国株式）,情報・通信業
3936,グローバルウェイ,グロース（内国株式）,情報・通信業
3937,Ｕｂｉｃｏｍホールディングス,スタンダード（内国株式）,情報・通信業
3939,カナミックネットワーク,プライム（内国株式）,情報・通信業
3940,ノムラシステムコーポレーション,スタンダード（内国株式）,情報・通信業
3941,レンゴー,プライム（内国株式）,パルプ・紙
3943,大石産業,スタンダード（内国株式）,パルプ・紙
3944,古林紙工,スタンダード（内国株式）,パルプ・紙
3945,スーパーバッグ,スタンダード（内国株式）,パルプ・紙
3946,トーモク,プライム（内国株式）,パルプ・紙
3947,ダイナパック,スタンダード（内国株式）,パルプ・紙
3948,光ビジネスフォーム,スタンダード（内国株式）,パルプ・紙
3950,ザ・パック,プライム（内国株式）,パルプ・紙
3951,朝日印刷,スタンダード（内国株式）,パルプ・紙
3953,大村紙業,スタンダード（内国株式）,パルプ・紙
3954,昭和パックス,スタンダード（内国株式）,パルプ・紙
3955,イムラ,スタンダード（内国株式）,パルプ・紙
3958,笹徳印刷,スタンダード（内国株式）,パルプ・紙
3962,チェンジホールディングス,プライム（内国株式）,情報・通信業
3963,シンクロ・フード,プライム（内国株式）,情報・通信業
3964,オークネット,プライム（内国株式）,情報・通信業
3965,キャピタル・アセット・プランニング,スタンダード（内国株式）,情報・通信業
3967,エルテス,グロース（内国株式）,情報・通信業
3968,セグエグループ,プライム（内国株式）,情報・通信業
3969,エイトレッド,スタンダード（内国株式）,情報・通信業
3970,イノベーション,グロース（内国株式）,情報・通信業
3974,ＳＣＡＴ,スタンダード（内国株式）,情報・通信業
3976,シャノン,グロース（内国株式）,情報・通信業
3979,うるる,グロース（内国株式）,情報・通信業
3981,ビーグリー,スタンダード（内国株式）,情報・通信業
3983,オロ,プライム（内国株式）,情報・通信業
3984,ユーザーローカル,プライム（内国株式）,情報・通信業
3985,テモナ,スタンダード（内国株式）,情報・通信業
3986,ビーブレイクシステムズ,スタンダード（内国株式）,情報・通信業
3987,エコモット,グロース（内国株式）,情報・通信業
3988,ＳＹＳホールディングス,スタンダード（内国株式）,情報・通信業
3989,シェアリングテクノロジー,グロース（内国株式）,情報・通信業
3991,ウォンテッドリー,グロース（内国株式）,情報・通信業
3992,ニーズウェル,プライム（内国株式）,情報・通信業
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,プライム（内国株式）,情報・通信業
3994,マネーフォワード,プライム（内国株式）,情報・通信業
3996,サインポスト,スタンダード（内国株式）,情報・通信業
3997,トレードワークス,スタンダード（内国株式）,情報・通信業
3998,すららネット,グロース（内国株式）,情報・通信業
4004,レゾナック・ホールディングス,プライム（内国株式）,化学
4005,住友化学,プライム（内国株式）,化学
4008,住友精化,プライム（内国株式）,化学
4011,ヘッドウォータース,グロース（内国株式）,情報・通信業
4012,アクシス,スタンダード（内国株式）,情報・通信業
4013,勤次郎,グロース（内国株式）,情報・通信業
4014,カラダノート,グロース（内国株式）,情報・通信業
4015,ペイクラウドホールディングス,グロース（内国株式）,情報・通信業
4016,ＭＩＴホールディングス,スタンダード（内国株式）,情報・通信業
4017,クリーマ,グロース（内国株式）,情報・通信業
4019,スタメン,グロース（内国株式）,情報・通信業
4020,ビートレンド,グロース（内国株式）,情報・通信業
4021,日産化学,プライム（内国株式）,化学
4022,ラサ工業,プライム（内国株式）,化学
4023,クレハ,プライム（内国株式）,化学
4025,多木化学,プライム（内国株式）,化学
4026,神島化学工業,スタンダード（内国株式）,ガラス・土石製品
4027,テイカ,プライム（内国株式）,化学
4028,石原産業,プライム（内国株式）,化学
402A,アクセルスペースホールディングス,グロース（内国株式）,輸送用機器
4031,片倉コープアグリ,スタンダード（内国株式）,化学
4040,南海化学,スタンダード（内国株式）,化学
4041,日本曹達,プライム（内国株式）,化学
4042,東ソー,プライム（内国株式）,化学
4043,トクヤマ,プライム（内国株式）,化学
4044,セントラル硝子,プライム（内国株式）,化学
4045,東亞合成,プライム（内国株式）,化学
4046,大阪ソーダ,プライム（内国株式）,化学
4047,関東電化工業,プライム（内国株式）,化学
4051,ＧＭＯフィナンシャルゲート,プライム（内国株式）,情報・通信業
4052,フィーチャ,グロース（内国株式）,情報・通信業
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,プライム（内国株式）,情報・通信業
4054,日本情報クリエイト,グロース（内国株式）,情報・通信業
4055,ティアンドエスグループ,グロース（内国株式）,情報・通信業
4056,ニューラルグループ,グロース（内国株式）,情報・通信業
4057,インターファクトリー,グロース（内国株式）,情報・通信業
4058,トヨクモ,グロース（内国株式）,情報・通信業
4059,まぐまぐ,スタンダード（内国株式）,情報・通信業
4060,ｒａｋｕｍｏ,グロース（内国株式）,情報・通信業
4061,デンカ,プライム（内国株式）,化学
4062,イビデン,プライム（内国株式）,電気機器
4063,信越化学工業,プライム（内国株式）,化学
4064,日本カーバイド工業,プライム（内国株式）,化学
4068,ベイシス,グロース（内国株式）,情報・通信業
4069,ＢｌｕｅＭｅｍｅ,グロース（内国株式）,情報・通信業
4071,プラスアルファ・コンサルティング,プライム（内国株式）,情報・通信業
4072,電算システムホールディングス,プライム（内国株式）,情報・通信業
4073,ジィ・シィ企画,グロース（内国株式）,情報・通信業
4074,ラキール,グロース（内国株式）,情報・通信業
4075,ブレインズテクノロジー,グロース（内国株式）,情報・通信業
4076,シイエヌエス,グロース（内国株式）,情報・通信業
4078,堺化学工業,プライム（内国株式）,化学
407A,ＵＮＩＣＯＮホールディングス,スタンダード（内国株式）,建設業
4082,第一稀元素化学工業,プライム（内国株式）,化学
4088,エア・ウォーター,プライム（内国株式）,化学
4091,日本酸素ホールディングス,プライム（内国株式）,化学
4092,日本化学工業,プライム（内国株式）,化学
4093,東邦アセチレン,スタンダード（内国株式）,化学
4094,日本化学産業,スタンダード（内国株式）,化学
4095,日本パーカライジング,プライム（内国株式）,化学
4097,高圧ガス工業,プライム（内国株式）,化学
4098,チタン工業,スタンダード（内国株式）,化学
4099,四国化成ホールディングス,プライム（内国株式）,化学
409A,オリオンビール,プライム（内国株式）,食料品
4100,戸田工業,スタンダード（内国株式）,化学
4102,丸尾カルシウム,スタンダード（内国株式）,化学
4107,伊勢化学工業,スタンダード（内国株式）,化学
4109,ステラ　ケミファ,プライム（内国株式）,化学
410A,ＧＭＯコマース,グロース（内国株式）,サービス業
4112,保土谷化学工業,プライム（内国株式）,化学
4113,田岡化学工業,スタンダード（内国株式）,化学
4114,日本触媒,プライム（内国株式）,化学
4116,大日精化工業,プライム（内国株式）,化学
4118,カネカ,プライム（内国株式）,化学
4119,日本ピグメントホールディングス,スタンダード（内国株式）,化学
4120,スガイ化学工業,スタンダード（内国株式）,化学
4124,大阪油化工業,スタンダード（内国株式）,化学
4125,三和油化工業,スタンダード（内国株式）,化学
414A,オーバーラップホールディングス,グロース（内国株式）,情報・通信業
4151,協和キリン,プライム（内国株式）,医薬品
415A,ＧＭＯ　ＴＥＣＨホールディングス,グロース（内国株式）,サービス業
4165,プレイド,グロース（内国株式）,情報・通信業
4166,かっこ,グロース（内国株式）,情報・通信業
4167,ココペリ,グロース（内国株式）,情報・通信業
4168,ヤプリ,グロース（内国株式）,情報・通信業
4169,ＥＮＥＣＨＡＮＧＥ,グロース（内国株式）,情報・通信業
416A,富士ユナイトホールディングス,スタンダード（内国株式）,卸売業
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,グロース（内国株式）,情報・通信業
4171,グローバルインフォメーション,スタンダード（内国株式）,情報・通信業
4172,Ｈｉクラテス,スタンダード（内国株式）,情報・通信業
4174,アピリッツ,スタンダード（内国株式）,情報・通信業
4175,ｃｏｌｙ,グロース（内国株式）,情報・通信業
4176,ココナラ,グロース（内国株式）,情報・通信業
4177,ｉ‐ｐｌｕｇ,グロース（内国株式）,情報・通信業
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,グロース（内国株式）,情報・通信業
4179,ジーネクスト,グロース（内国株式）,情報・通信業
417A,ブルーゾーンホールディングス,プライム（内国株式）,小売業
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,プライム（内国株式）,情報・通信業
4182,三菱瓦斯化学,プライム（内国株式）,化学
4183,三井化学,プライム（内国株式）,化学
4186,東京応化工業,プライム（内国株式）,化学
4187,大阪有機化学工業,プライム（内国株式）,化学
4188,三菱ケミカルグループ,プライム（内国株式）,化学
4189,ＫＨネオケム,プライム（内国株式）,化学
4192,スパイダープラス,グロース（内国株式）,情報・通信業
4193,ファブリカホールディングス,スタンダード（内国株式）,情報・通信業
4194,ビジョナル,プライム（内国株式）,情報・通信業
4196,ネオマーケティング,スタンダード（内国株式）,情報・通信業
4197,アスマーク,スタンダード（内国株式）,情報・通信業
4198,テンダ,スタンダード（内国株式）,情報・通信業
4199,ワンダープラネット,グロース（内国株式）,情報・通信業
4202,ダイセル,プライム（内国株式）,化学
4203,住友ベークライト,プライム（内国株式）,化学
4204,積水化学工業,プライム（内国株式）,化学
4205,日本ゼオン,プライム（内国株式）,化学
4206,アイカ工業,プライム（内国株式）,化学
4208,ＵＢＥ,プライム（内国株式）,化学
4212,積水樹脂,プライム（内国株式）,化学
4216,旭有機材,プライム（内国株式）,化学
4218,ニチバン,プライム（内国株式）,化学
421A,ムービン・ストラテジック・キャリア,グロース（内国株式）,サービス業
4220,リケンテクノス,プライム（内国株式）,化学
4221,大倉工業,プライム（内国株式）,化学
4222,児玉化学工業,スタンダード（内国株式）,化学
4224,ロンシール工業,スタンダード（内国株式）,化学
4228,積水化成品工業,プライム（内国株式）,化学
4229,群栄化学工業,プライム（内国株式）,化学
4231,タイガースポリマー,スタンダード（内国株式）,化学
4234,サンエー化研,スタンダード（内国株式）,化学
4235,ウルトラファブリックス・ホールディングス,スタンダード（内国株式）,化学
4237,フジプレアム,スタンダード（内国株式）,化学
4238,ミライアル,スタンダード（内国株式）,化学
423A,ライオン事務器,スタンダード（内国株式）,卸売業
4240,クラスターテクノロジー,スタンダード（内国株式）,化学
4241,アテクト,スタンダード（内国株式）,化学
4242,タカギセイコー,スタンダード（内国株式）,化学
4243,ニックス,スタンダード（内国株式）,化学
4245,ダイキアクシス,スタンダード（内国株式）,化学
4246,ダイキョーニシカワ,プライム（内国株式）,化学
4247,ポバール興業,スタンダード（内国株式）,化学
4248,竹本容器,スタンダード（内国株式）,化学
4249,森六,プライム（内国株式）,化学
4251,恵和,プライム（内国株式）,化学
4255,ＴＨＥＣＯＯ,グロース（内国株式）,情報・通信業
4256,サインド,グロース（内国株式）,情報・通信業
4258,網屋,グロース（内国株式）,情報・通信業
4259,エクサウィザーズ,グロース（内国株式）,情報・通信業
4260,ハイブリッドテクノロジーズ,グロース（内国株式）,情報・通信業
4261,アジアクエスト,グロース（内国株式）,情報・通信業
4262,ニフティライフスタイル,グロース（内国株式）,情報・通信業
4263,サスメド,グロース（内国株式）,情報・通信業
4264,セキュア,グロース（内国株式）,情報・通信業
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,グロース（内国株式）,情報・通信業
4270,ＢｅｅＸ,グロース（内国株式）,情報・通信業
4272,日本化薬,プライム（内国株式）,化学
4274,細谷火工,スタンダード（内国株式）,化学
4275,カーリット,プライム（内国株式）,化学
4284,ソルクシーズ,スタンダード（内国株式）,情報・通信業
4286,ＣＬホールディングス,スタンダード（内国株式）,サービス業
4287,ジャストプランニング,スタンダード（内国株式）,情報・通信業
4288,アズジェント,スタンダード（内国株式）,情報・通信業
428A,サイプレス・ホールディングス,スタンダード（内国株式）,小売業
4290,プレステージ・インターナショナル,プライム（内国株式）,サービス業
4293,セプテーニ・ホールディングス,スタンダード（内国株式）,サービス業
4299,ハイマックス,スタンダード（内国株式）,情報・通信業
429A,テクセンドフォトマスク,プライム（内国株式）,その他製品
4301,アミューズ,プライム（内国株式）,サービス業
4307,野村総合研究所,プライム（内国株式）,情報・通信業
4308,Ｊストリーム,グロース（内国株式）,情報・通信業
4310,ドリームインキュベータ,プライム（内国株式）,サービス業
4316,ビーマップ,グロース（内国株式）,情報・通信業
4317,レイ,スタンダード（内国株式）,サービス業
4318,クイック,プライム（内国株式）,サービス業
431A,ユーソナー,グロース（内国株式）,情報・通信業
4320,ＣＥホールディングス,スタンダード（内国株式）,情報・通信業
4323,日本システム技術,プライム（内国株式）,情報・通信業
4324,電通グループ,プライム（内国株式）,サービス業
4326,インテージホールディングス,プライム（内国株式）,情報・通信業
4331,テイクアンドギヴ・ニーズ,プライム（内国株式）,サービス業
4334,ユークス,スタンダード（内国株式）,情報・通信業
4335,ＩＰＳホールディングス,スタンダード（内国株式）,情報・通信業
4337,ぴあ,プライム（内国株式）,サービス業
4341,西菱電機,スタンダード（内国株式）,サービス業
4343,イオンファンタジー,プライム（内国株式）,サービス業
4344,ソースネクスト,プライム（内国株式）,情報・通信業
4345,シーティーエス,プライム（内国株式）,サービス業
4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,スタンダード（内国株式）,その他金融業
4347,ブロードメディア,スタンダード（内国株式）,サービス業
4350,メディカルシステムネットワーク,スタンダード（内国株式）,小売業
4351,山田再生系債権回収総合事務所,スタンダード（内国株式）,その他金融業
4356,応用技術,スタンダード（内国株式）,情報・通信業
4360,マナック・ケミカル・パートナーズ,スタンダード（内国株式）,化学
4361,川口化学工業,スタンダード（内国株式）,化学
4362,日本精化,プライム（内国株式）,化学
4365,松本油脂製薬,スタンダード（内国株式）,化学
4366,ダイトーケミックス,スタンダード（内国株式）,化学
4367,広栄化学,スタンダード（内国株式）,化学
4368,扶桑化学工業,プライム（内国株式）,化学
4369,トリケミカル研究所,プライム（内国株式）,化学
436A,サイバーソリューションズ,グロース（内国株式）,情報・通信業
4370,モビルス,グロース（内国株式）,情報・通信業
4371,コアコンセプト・テクノロジー,グロース（内国株式）,情報・通信業
4372,ユミルリンク,グロース（内国株式）,情報・通信業
4373,シンプレクス・ホールディングス,プライム（内国株式）,情報・通信業
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,グロース（内国株式）,情報・通信業
