code,name,market,sector,price,bps,eps,cash,securities,investmentSecurities,interestDebt,netAssets,rentalBook,rentalMarket,shares,treasuryShares,period,sourceUrl,status,error,fetchedAt
3968,セグエグループ,プライム（内国株式）,情報・通信業,552,195.52,38.6,2535.19,0,0,3955.27,4400.56,0,0,22506956,0,2026/03,https://irbank.net/3968/results,取得成功,,2026-06-27T01:00:11.425Z
3969,エイトレッド,スタンダード（内国株式）,情報・通信業,1342,739.04,104.58,3593.71,0,0,0,5610.69,0,0,7591862,0,2026/03,https://irbank.net/3969/results,取得成功,,2026-06-27T01:00:11.454Z
3970,イノベーション,グロース（内国株式）,情報・通信業,745,1076.92,9.3,3264.34,0,0,2413.4,3650.67,0,0,3389918,0,2026/03,https://irbank.net/3970/results,取得成功,,2026-06-27T01:00:11.455Z
3974,ＳＣＡＴ,スタンダード（内国株式）,情報・通信業,528,664.65,39.99,1240.23,0,0,116.84,2038.65,0,0,3067253,0,2026/04,https://irbank.net/3974/results,取得成功,,2026-06-27T01:00:11.458Z
3976,シャノン,グロース（内国株式）,情報・通信業,560,192.99,48.77,1009.49,0,0,97.13,986.29,0,0,5110576,0,2026/03,https://irbank.net/3976/results,取得成功,,2026-06-27T01:00:11.509Z
3979,うるる,グロース（内国株式）,情報・通信業,363,133.57,28.18,4580.75,0,0,588.57,3696.81,0,0,27676948,0,2026/03,https://irbank.net/3979/results,取得成功,,2026-06-27T01:00:11.546Z
3981,ビーグリー,スタンダード（内国株式）,情報・通信業,1189,1404,129.02,5293.99,0,0,3785,8063.72,0,0,5743390,0,2026/03,https://irbank.net/3981/results,取得成功,,2026-06-27T01:00:11.542Z
3983,オロ,プライム（内国株式）,情報・通信業,1948,650.33,137.98,10058.03,0,0,637.71,10353.4,0,0,15920225,0,2026/03,https://irbank.net/3983/results,取得成功,,2026-06-27T01:00:11.544Z
3984,ユーザーローカル,プライム（内国株式）,情報・通信業,1588,597.69,95.82,8545.79,0,0,0,8699.22,0,0,14554736,0,2026/03,https://irbank.net/3984/results,取得成功,,2026-06-27T01:00:11.576Z
3985,テモナ,スタンダード（内国株式）,情報・通信業,172,66.26,3.83,1231.5,0,0,714.44,767.63,0,0,11585119,0,2026/03,https://irbank.net/3985/results,取得成功,,2026-06-27T01:00:11.585Z
3986,ビーブレイクシステムズ,スタンダード（内国株式）,情報・通信業,550,386.05,24.1,454.04,0,0,0,1714.46,0,0,4441031,0,2026/03,https://irbank.net/3986/results,取得成功,,2026-06-27T01:00:11.586Z
3987,エコモット,グロース（内国株式）,情報・通信業,530,160.58,7.94,333.36,0,0,1030.82,784.2,0,0,4883547,0,2026/02,https://irbank.net/3987/results,取得成功,,2026-06-27T01:00:12.633Z
3988,ＳＹＳホールディングス,スタンダード（内国株式）,情報・通信業,509,382.1,57.08,4171.74,0,0,1931.65,3752.37,0,0,9820387,0,2026/04,https://irbank.net/3988/results,取得成功,,2026-06-27T01:00:11.631Z
3989,シェアリングテクノロジー,グロース（内国株式）,情報・通信業,995,,,,0,0,,,0,0,,0,,https://irbank.net/3989/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:43.930Z
3991,ウォンテッドリー,グロース（内国株式）,情報・通信業,900,532.15,161.98,6237.14,0,0,0,4910.54,0,0,9227737,0,2026/02,https://irbank.net/3991/results,取得成功,,2026-06-27T01:00:12.784Z
3992,ニーズウェル,プライム（内国株式）,情報・通信業,420,125.32,24.29,2761.8,0,0,30.3,4773.05,0,0,38086898,0,2026/03,https://irbank.net/3992/results,取得成功,,2026-06-27T01:00:11.665Z
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,プライム（内国株式）,情報・通信業,2512,1151.15,91.82,19358.04,0,0,10880.38,34749.37,0,0,30186657,0,2026/03,https://irbank.net/3993/results,取得成功,,2026-06-27T01:00:11.683Z
3994,マネーフォワード,プライム（内国株式）,情報・通信業,4016,753.33,28.78,40934.5,0,0,21849.01,55865.35,0,0,74157872,0,2026/02,https://irbank.net/3994/results,取得成功,,2026-06-27T01:00:11.704Z
3996,サインポスト,スタンダード（内国株式）,情報・通信業,169,146.91,5.16,1797.32,0,0,492.77,1879.43,0,0,12793071,0,2026/02,https://irbank.net/3996/results,取得成功,,2026-06-27T01:00:11.705Z
3997,トレードワークス,スタンダード（内国株式）,情報・通信業,315,64.81,7.31,949.06,0,0,1080.02,1873.28,0,0,28904181,0,2026/03,https://irbank.net/3997/results,取得成功,,2026-06-27T01:00:11.776Z
3998,すららネット,グロース（内国株式）,情報・通信業,309,350.09,-12.84,767.88,0,0,0,2206.2,0,0,6301808,0,2026/03,https://irbank.net/3998/results,取得成功,,2026-06-27T01:00:12.826Z
4004,レゾナック・ホールディングス,プライム（内国株式）,化学,17330,3923.13,425.45,261971,0,0,969527,727613,0,0,185467471,0,2026/03,https://irbank.net/4004/results,取得成功,,2026-06-27T01:00:11.778Z
4005,住友化学,プライム（内国株式）,化学,509.3,610.78,42.39,208589,0,0,1151400,1236600,0,0,2024624251,0,2026/03,https://irbank.net/4005/results,取得成功,,2026-06-27T01:00:11.786Z
4008,住友精化,プライム（内国株式）,化学,1289,1601.95,117.48,17989,0,0,17478,103621,0,0,64684291,0,2026/03,https://irbank.net/4008/results,取得成功,,2026-06-27T01:00:11.795Z
4011,ヘッドウォータース,グロース（内国株式）,情報・通信業,1956,348.34,101.72,625.14,0,0,1900,1353.69,0,0,3886117,0,2026/03,https://irbank.net/4011/results,取得成功,,2026-06-27T01:00:12.496Z
4012,アクシス,スタンダード（内国株式）,情報・通信業,1620,957.44,163.4,3430.61,0,0,0,4076.26,0,0,4257457,0,2026/03,https://irbank.net/4012/results,取得成功,,2026-06-27T01:00:11.817Z
4013,勤次郎,グロース（内国株式）,情報・通信業,623,521.41,53.31,2994.73,0,0,1873.6,10249.19,0,0,19656681,0,2026/03,https://irbank.net/4013/results,取得成功,,2026-06-27T01:00:12.894Z
4014,カラダノート,グロース（内国株式）,情報・通信業,461,93.86,36.34,596.08,0,0,200,480.45,0,0,5118794,0,2026/04,https://irbank.net/4014/results,取得成功,,2026-06-27T01:00:12.682Z
4015,ペイクラウドホールディングス,グロース（内国株式）,情報・通信業,485,283.65,22.55,4373.64,0,0,1771.96,4530.3,0,0,15971444,0,2026/02,https://irbank.net/4015/results,取得成功,,2026-06-27T01:00:12.794Z
4016,ＭＩＴホールディングス,スタンダード（内国株式）,情報・通信業,883,348.6,86.11,813.8,0,0,726.25,723.29,0,0,2074842,0,2026/02,https://irbank.net/4016/results,取得成功,,2026-06-27T01:00:11.904Z
4017,クリーマ,グロース（内国株式）,情報・通信業,200,167.91,4.6,3015.08,0,0,396.22,1132,0,0,6741707,0,2026/02,https://irbank.net/4017/results,取得成功,,2026-06-27T01:00:12.769Z
4019,スタメン,グロース（内国株式）,情報・通信業,569,171.06,30.29,1105.78,0,0,90.01,1536.91,0,0,8984625,0,2026/03,https://irbank.net/4019/results,取得成功,,2026-06-27T01:00:12.883Z
4020,ビートレンド,グロース（内国株式）,情報・通信業,653,331.53,-103.02,467.43,0,0,0,779.67,0,0,2351733,0,2026/03,https://irbank.net/4020/results,取得成功,,2026-06-27T01:00:13.253Z
4021,日産化学,プライム（内国株式）,化学,8381,1903.41,384.02,35729,0,0,38445,259051,0,0,136098371,0,2026/03,https://irbank.net/4021/results,取得成功,,2026-06-27T01:00:12.732Z
4022,ラサ工業,プライム（内国株式）,化学,2215,815.13,110.08,4823,0,0,7507,31840,0,0,39061254,0,2026/03,https://irbank.net/4022/results,取得成功,,2026-06-27T01:00:12.768Z
4023,クレハ,プライム（内国株式）,化学,3820,4323.33,196.24,29726,0,0,119656,167179,0,0,38669035,0,2026/03,https://irbank.net/4023/results,取得成功,,2026-06-27T01:00:12.776Z
4025,多木化学,プライム（内国株式）,化学,4735,5389.56,317.8,7256,0,0,958,43328,0,0,8039246,0,2026/03,https://irbank.net/4025/results,取得成功,,2026-06-27T01:00:12.842Z
4026,神島化学工業,スタンダード（内国株式）,ガラス・土石製品,1653,1612.96,203.74,1204,0,0,9122,14710,0,0,9119879,0,2026/04,https://irbank.net/4026/results,取得成功,,2026-06-27T01:00:12.874Z
4027,テイカ,プライム（内国株式）,化学,2327,2670.6,78.84,11194,0,0,12377,61491,0,0,23025163,0,2026/03,https://irbank.net/4027/results,取得成功,,2026-06-27T01:00:12.892Z
4028,石原産業,プライム（内国株式）,化学,2956,3370.84,237.8,29424,0,0,69267,129178,0,0,38322199,0,2026/03,https://irbank.net/4028/results,取得成功,,2026-06-27T01:00:12.914Z
402A,アクセルスペースホールディングス,グロース（内国株式）,輸送用機器,492,113.02,-60.25,4106.83,0,0,5337.93,3027.94,0,0,26791187,0,2026/02,https://irbank.net/402A/results,取得成功,,2026-06-27T01:00:12.896Z
4031,片倉コープアグリ,スタンダード（内国株式）,化学,1026,2558.25,55.82,2601,0,0,13920,22966,0,0,8977231,0,2026/03,https://irbank.net/4031/results,取得成功,,2026-06-27T01:00:12.919Z
4040,南海化学,スタンダード（内国株式）,化学,3510,5541.33,631.92,2040,0,0,3322,11171,0,0,2015942,0,2026/03,https://irbank.net/4040/results,取得成功,,2026-06-27T01:00:12.943Z
4041,日本曹達,プライム（内国株式）,化学,3580,3820.4,294.77,21907,0,0,52270,206094,0,0,53945660,0,2026/03,https://irbank.net/4041/results,取得成功,,2026-06-27T01:00:12.946Z
4042,東ソー,プライム（内国株式）,化学,2930.5,2701.45,132.4,176571,0,0,228910,919141,0,0,340239871,0,2026/03,https://irbank.net/4042/results,取得成功,,2026-06-27T01:00:14.877Z
4043,トクヤマ,プライム（内国株式）,化学,5036,3934.73,308.64,46466,0,0,154945,297811,0,0,75687785,0,2026/03,https://irbank.net/4043/results,取得成功,,2026-06-27T01:00:13.025Z
4044,セントラル硝子,プライム（内国株式）,化学,4395,4986.33,290.41,22078,0,0,29836,128212,0,0,25712699,0,2026/03,https://irbank.net/4044/results,取得成功,,2026-06-27T01:00:13.020Z
4045,東亞合成,プライム（内国株式）,化学,1780,2004.96,108.35,28763,0,0,20635,215944,0,0,107704892,0,2026/03,https://irbank.net/4045/results,取得成功,,2026-06-27T01:00:13.024Z
4046,大阪ソーダ,プライム（内国株式）,化学,1863,1046.31,110.7,48802,0,0,7172,128541,0,0,122851736,0,2026/03,https://irbank.net/4046/results,取得成功,,2026-06-27T01:00:13.021Z
4047,関東電化工業,プライム（内国株式）,化学,3700,1262.27,118.56,19362,0,0,39282,74249,0,0,58821805,0,2026/03,https://irbank.net/4047/results,取得成功,,2026-06-27T01:00:13.056Z
4051,ＧＭＯフィナンシャルゲート,プライム（内国株式）,情報・通信業,6570,786.53,226.48,4257.27,0,0,2000,6494.34,0,0,8256951,0,2026/03,https://irbank.net/4051/results,取得成功,,2026-06-27T01:00:13.048Z
4052,フィーチャ,グロース（内国株式）,情報・通信業,223,117.96,2.39,594.19,0,0,0,689.8,0,0,5847745,0,2025/06,https://irbank.net/4052/results,取得成功,,2026-06-27T01:00:13.745Z
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,プライム（内国株式）,情報・通信業,420,287.35,35.59,7895,0,0,1777,10662,0,0,37104576,0,2026/03,https://irbank.net/4053/results,取得成功,,2026-06-27T01:00:13.083Z
4054,日本情報クリエイト,グロース（内国株式）,情報・通信業,520,291.15,53.18,578.84,0,0,0,3901.75,0,0,13401168,0,2026/03,https://irbank.net/4054/results,取得成功,,2026-06-27T01:00:13.813Z
4055,ティアンドエスグループ,グロース（内国株式）,情報・通信業,1844,420.12,71.97,2599.83,0,0,0,2913.05,0,0,6933852,0,2026/03,https://irbank.net/4055/results,取得成功,,2026-06-27T01:00:13.793Z
4056,ニューラルグループ,グロース（内国株式）,情報・通信業,205,96.71,-7.29,2176.09,0,0,1909.73,1876.73,0,0,19405749,0,2026/03,https://irbank.net/4056/results,取得成功,,2026-06-27T01:00:13.133Z
4057,インターファクトリー,グロース（内国株式）,情報・通信業,348,302.91,13.13,477.3,0,0,370,1181.66,0,0,3901027,0,2026/02,https://irbank.net/4057/results,取得成功,,2026-06-27T01:00:13.839Z
4058,トヨクモ,グロース（内国株式）,情報・通信業,1850,377.74,119.36,4407,0,0,0,4061,0,0,10750781,0,2026/03,https://irbank.net/4058/results,取得成功,,2026-06-27T01:00:13.152Z
4059,まぐまぐ,スタンダード（内国株式）,情報・通信業,407,300.39,5.02,928.33,0,0,0,845.33,0,0,2814108,0,2026/03,https://irbank.net/4059/results,取得成功,,2026-06-27T01:00:13.163Z
4060,ｒａｋｕｍｏ,グロース（内国株式）,情報・通信業,1080,323.21,54.55,1767.73,0,0,716.24,1887.01,0,0,5838340,0,2026/03,https://irbank.net/4060/results,取得成功,,2026-06-27T01:00:13.895Z
4061,デンカ,プライム（内国株式）,化学,4404,3604.51,185.62,35270,0,0,221713,338826,0,0,94000572,0,2026/03,https://irbank.net/4061/results,取得成功,,2026-06-27T01:00:13.254Z
4062,イビデン,プライム（内国株式）,電気機器,24000,1969.85,207.7,292908,0,0,120000,557412,0,0,282971800,0,2026/03,https://irbank.net/4062/results,取得成功,,2026-06-27T01:00:13.276Z
4063,信越化学工業,プライム（内国株式）,化学,6835,2400.39,252.68,562089,0,0,243295,4643300,0,0,1934393994,0,2026/03,https://irbank.net/4063/results,取得成功,,2026-06-27T01:00:13.264Z
4064,日本カーバイド工業,プライム（内国株式）,化学,3635,4123.99,332.42,13842,0,0,6854,40948,0,0,9929219,0,2026/03,https://irbank.net/4064/results,取得成功,,2026-06-27T01:00:13.357Z
4068,ベイシス,グロース（内国株式）,情報・通信業,1826,1157.75,69.55,917.63,0,0,543.75,2046.59,0,0,1767731,0,2026/03,https://irbank.net/4068/results,取得成功,,2026-06-27T01:00:13.362Z
4069,ＢｌｕｅＭｅｍｅ,グロース（内国株式）,情報・通信業,650,755.31,24.86,1706.17,0,0,64.77,2537.6,0,0,3359680,0,2025/12,https://irbank.net/4069/results,取得成功,,2026-06-27T01:00:13.443Z
4071,プラスアルファ・コンサルティング,プライム（内国株式）,情報・通信業,2523,379.26,122.67,14564.5,0,0,0,14809.07,0,0,39047276,0,2026/03,https://irbank.net/4071/results,取得成功,,2026-06-27T01:00:13.386Z
4072,電算システムホールディングス,プライム（内国株式）,情報・通信業,2793,2328.66,244.45,17581,0,0,629,24881,0,0,10684686,0,2026/03,https://irbank.net/4072/results,取得成功,,2026-06-27T01:00:13.445Z
4073,ジィ・シィ企画,グロース（内国株式）,情報・通信業,418,73.25,21.28,742.23,0,0,1476.21,270.01,0,0,3686143,0,2026/03,https://irbank.net/4073/results,取得成功,,2026-06-27T01:00:13.494Z
4074,ラキール,グロース（内国株式）,情報・通信業,738,532.64,57.77,2345.9,0,0,900,3770.97,0,0,7079772,0,2026/03,https://irbank.net/4074/results,取得成功,,2026-06-27T01:00:13.508Z
4075,ブレインズテクノロジー,グロース（内国株式）,情報・通信業,843,298.44,27.54,1482.43,0,0,0,1643.35,0,0,5506467,0,2026/04,https://irbank.net/4075/results,取得成功,,2026-06-27T01:00:13.559Z
4076,シイエヌエス,グロース（内国株式）,情報・通信業,1681,1430.45,183.07,2966.27,0,0,0,3959.47,0,0,2767989,0,2026/02,https://irbank.net/4076/results,取得成功,,2026-06-27T01:00:14.344Z
4078,堺化学工業,プライム（内国株式）,化学,4705,5072.91,287.37,15444,0,0,13000,78923,0,0,15557737,0,2026/03,https://irbank.net/4078/results,取得成功,,2026-06-27T01:00:13.628Z
407A,ＵＮＩＣＯＮホールディングス,スタンダード（内国株式）,建設業,879,,,,0,0,,,0,0,,0,,https://irbank.net/407A/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:43.968Z
4082,第一稀元素化学工業,プライム（内国株式）,化学,2029,1592.07,62.12,11139,0,0,21471,39021,0,0,24509601,0,2026/03,https://irbank.net/4082/results,取得成功,,2026-06-27T01:00:13.676Z
4088,エア・ウォーター,プライム（内国株式）,化学,2778,1940.3,-43.63,73886,0,0,422962,492318,0,0,253732928,0,2025/09,https://irbank.net/4088/results,取得成功,,2026-06-27T01:00:13.738Z
4091,日本酸素ホールディングス,プライム（内国株式）,化学,5938,2812.4,310.73,165348,0,0,882060,1260600,0,0,448229270,0,2026/03,https://irbank.net/4091/results,取得成功,,2026-06-27T01:00:13.724Z
4092,日本化学工業,プライム（内国株式）,化学,4875,5799.52,345.75,7784,0,0,14400,50321,0,0,8676753,0,2026/03,https://irbank.net/4092/results,取得成功,,2026-06-27T01:00:14.025Z
4093,東邦アセチレン,スタンダード（内国株式）,化学,422,550.15,34.49,9443.84,0,0,3256,21318.94,0,0,38751141,0,2026/03,https://irbank.net/4093/results,取得成功,,2026-06-27T01:00:13.836Z
4094,日本化学産業,スタンダード（内国株式）,化学,2109,2611.65,64.23,15779.93,0,0,0,50824.83,0,0,19460812,0,2026/03,https://irbank.net/4094/results,取得成功,,2026-06-27T01:00:13.874Z
4095,日本パーカライジング,プライム（内国株式）,化学,1723,1864.34,129.33,53849,0,0,250,221457,0,0,118785737,0,2026/03,https://irbank.net/4095/results,取得成功,,2026-06-27T01:00:13.855Z
4097,高圧ガス工業,プライム（内国株式）,化学,1108,1524.63,83.33,26028,0,0,6915,85001,0,0,55751887,0,2026/03,https://irbank.net/4097/results,取得成功,,2026-06-27T01:00:13.917Z
4098,チタン工業,スタンダード（内国株式）,化学,1005,1775.61,70.55,863,0,0,5507,5862,0,0,3301401,0,2026/03,https://irbank.net/4098/results,取得成功,,2026-06-27T01:00:13.935Z
4099,四国化成ホールディングス,プライム（内国株式）,化学,7160,2232.87,231.22,35484,0,0,24352,94599,0,0,42366551,0,2026/03,https://irbank.net/4099/results,取得成功,,2026-06-27T01:00:13.955Z
409A,オリオンビール,プライム（内国株式）,食料品,1210,437.34,69.88,9506,0,0,16360,18483,0,0,42262313,0,2026/03,https://irbank.net/409A/results,取得成功,,2026-06-27T01:00:13.987Z
4100,戸田工業,スタンダード（内国株式）,化学,1683,1561.16,86.39,7234,0,0,25069,9817,0,0,6288273,0,2026/03,https://irbank.net/4100/results,取得成功,,2026-06-27T01:00:13.990Z
4102,丸尾カルシウム,スタンダード（内国株式）,化学,1455,4712.34,70.34,1912.55,0,0,2418.02,10291.72,0,0,2183994,0,2026/03,https://irbank.net/4102/results,取得成功,,2026-06-27T01:00:14.008Z
4107,伊勢化学工業,スタンダード（内国株式）,化学,4385,793.11,105.97,4503,0,0,500,40070,0,0,50522626,0,2026/03,https://irbank.net/4107/results,取得成功,,2026-06-27T01:00:14.006Z
4109,ステラ　ケミファ,プライム（内国株式）,化学,6640,3918.05,278.55,14347,0,0,5555,48061,0,0,12266561,0,2026/03,https://irbank.net/4109/results,取得成功,,2026-06-27T01:00:15.835Z
410A,ＧＭＯコマース,グロース（内国株式）,サービス業,1101,481.96,77.39,2907.98,0,0,0,2776.06,0,0,5759939,0,2026/03,https://irbank.net/410A/results,取得成功,,2026-06-27T01:00:14.041Z
4112,保土谷化学工業,プライム（内国株式）,化学,2149,3305.65,81.73,8129,0,0,9241,63613,0,0,19243719,0,2026/03,https://irbank.net/4112/results,取得成功,,2026-06-27T01:00:16.003Z
4113,田岡化学工業,スタンダード（内国株式）,化学,688,1364.4,17.45,2937,0,0,870,19550,0,0,14328643,0,2026/03,https://irbank.net/4113/results,取得成功,,2026-06-27T01:00:14.125Z
4114,日本触媒,プライム（内国株式）,化学,2097,2684.47,112.15,51819,0,0,58731,406587,0,0,151458947,0,2026/03,https://irbank.net/4114/results,取得成功,,2026-06-27T01:00:14.114Z
4116,大日精化工業,プライム（内国株式）,化学,1058,2030.84,96.69,21990,0,0,18517,141210,0,0,69532804,0,2026/03,https://irbank.net/4116/results,取得成功,,2026-06-27T01:00:14.126Z
4118,カネカ,プライム（内国株式）,化学,5775,8279.82,523.04,48935,0,0,213576,521669,0,0,63004872,0,2026/03,https://irbank.net/4118/results,取得成功,,2026-06-27T01:00:14.133Z
4119,日本ピグメントホールディングス,スタンダード（内国株式）,化学,5650,14264.55,828.29,5909.71,0,0,5127.62,24229.78,0,0,1698601,0,2026/03,https://irbank.net/4119/results,取得成功,,2026-06-27T01:00:14.160Z
4120,スガイ化学工業,スタンダード（内国株式）,化学,2770,6403.46,352.99,933.32,0,0,1385,8365.31,0,0,1306373,0,2026/03,https://irbank.net/4120/results,取得成功,,2026-06-27T01:00:14.173Z
4124,大阪油化工業,スタンダード（内国株式）,化学,2536,1490.7,112.21,872.76,0,0,0,1647.26,0,0,1105024,0,2026/03,https://irbank.net/4124/results,取得成功,,2026-06-27T01:00:14.231Z
4125,三和油化工業,スタンダード（内国株式）,化学,3150,3085.47,254.61,2159.66,0,0,7954.67,13477.97,0,0,4368206,0,2026/03,https://irbank.net/4125/results,取得成功,,2026-06-27T01:00:14.250Z
414A,オーバーラップホールディングス,グロース（内国株式）,情報・通信業,899,,,,0,0,,,0,0,,0,,https://irbank.net/414A/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:43.969Z
4151,協和キリン,プライム（内国株式）,医薬品,2548.5,1705.37,143.27,218769,0,0,0,893332,0,0,523834710,0,2026/03,https://irbank.net/4151/results,取得成功,,2026-06-27T01:00:14.249Z
415A,ＧＭＯ　ＴＥＣＨホールディングス,グロース（内国株式）,サービス業,4645,2322.87,280.62,2965,0,0,166,3999,0,0,1721577,0,2026/03,https://irbank.net/415A/results,取得成功,,2026-06-27T01:00:14.277Z
4165,プレイド,グロース（内国株式）,情報・通信業,446,125.27,32.21,6601.97,0,0,1821.02,4812.35,0,0,38415822,0,2026/03,https://irbank.net/4165/results,取得成功,,2026-06-27T01:00:14.283Z
4166,かっこ,グロース（内国株式）,情報・通信業,648,244.34,-42.82,762.43,0,0,186.64,702.51,0,0,2875133,0,2026/03,https://irbank.net/4166/results,取得成功,,2026-06-27T01:00:14.342Z
4167,ココペリ,グロース（内国株式）,情報・通信業,269,192.27,6.57,1043.9,0,0,124.05,1514.2,0,0,7875384,0,2026/03,https://irbank.net/4167/results,取得成功,,2026-06-27T01:00:14.397Z
4168,ヤプリ,グロース（内国株式）,情報・通信業,713,244.48,72.78,2204.48,0,0,1162.81,2961.36,0,0,12112893,0,2026/03,https://irbank.net/4168/results,取得成功,,2026-06-27T01:00:14.368Z
4169,ＥＮＥＣＨＡＮＧＥ,グロース（内国株式）,情報・通信業,170,110.49,12.84,4494.15,0,0,566.36,4781.87,0,0,43278758,0,2026/03,https://irbank.net/4169/results,取得成功,,2026-06-27T01:00:14.431Z
416A,富士ユナイトホールディングス,スタンダード（内国株式）,卸売業,1134,1481.92,90.92,4944,0,0,2492,9780,0,0,6599547,0,2026/03,https://irbank.net/416A/results,取得成功,,2026-06-27T01:00:14.396Z
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,グロース（内国株式）,情報・通信業,104,173.21,1.18,1989.24,0,0,716.45,2983.18,0,0,17222909,0,2026/03,https://irbank.net/4170/results,取得成功,,2026-06-27T01:00:15.211Z
4171,グローバルインフォメーション,スタンダード（内国株式）,情報・通信業,1678,862.22,68.39,1900.49,0,0,0,2520.55,0,0,2923326,0,2026/03,https://irbank.net/4171/results,取得成功,,2026-06-27T01:00:14.453Z
4172,Ｈｉクラテス,スタンダード（内国株式）,情報・通信業,2102,1957.82,202.44,1103.76,0,0,0,4196.08,0,0,2143241,0,2026/03,https://irbank.net/4172/results,取得成功,,2026-06-27T01:00:14.455Z
4174,アピリッツ,スタンダード（内国株式）,情報・通信業,682,427.69,28.17,2117.96,0,0,1873.38,1860.73,0,0,4350651,0,2026/04,https://irbank.net/4174/results,取得成功,,2026-06-27T01:00:14.483Z
4175,ｃｏｌｙ,グロース（内国株式）,情報・通信業,2238,874.51,13.21,2003.79,0,0,94.14,5426.37,0,0,6205041,0,2026/04,https://irbank.net/4175/results,取得成功,,2026-06-27T01:00:14.513Z
4176,ココナラ,グロース（内国株式）,情報・通信業,244,94.03,16.07,2936,0,0,1224.18,2417.26,0,0,25707327,0,2026/02,https://irbank.net/4176/results,取得成功,,2026-06-27T01:00:14.755Z
4177,ｉ‐ｐｌｕｇ,グロース（内国株式）,情報・通信業,1371,476.12,138.75,3266.88,0,0,304.19,1897.55,0,0,3985445,0,2026/03,https://irbank.net/4177/results,取得成功,,2026-06-27T01:00:14.533Z
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,グロース（内国株式）,情報・通信業,520,436.08,10.68,1178.52,0,0,258.23,1609.71,0,0,3691318,0,2026/03,https://irbank.net/4178/results,取得成功,,2026-06-27T01:00:14.565Z
4179,ジーネクスト,グロース（内国株式）,情報・通信業,539,14.01,-13.32,182.83,0,0,103.03,96.89,0,0,6915774,0,2026/03,https://irbank.net/4179/results,取得成功,,2026-06-27T01:00:15.194Z
417A,ブルーゾーンホールディングス,プライム（内国株式）,小売業,1755.5,980.25,117.4,52811,0,0,85426,205964,0,0,210113746,0,2026/03,https://irbank.net/417A/results,取得成功,,2026-06-27T01:00:14.592Z
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,プライム（内国株式）,情報・通信業,720,,,,0,0,,,0,0,,0,,https://irbank.net/4180/results,取得失敗,BPS、純資産、株数推定が不足,2026-06-27T01:43:43.990Z
4182,三菱瓦斯化学,プライム（内国株式）,化学,5099,3319.36,236.21,59096,0,0,221679,679550,0,0,204723200,0,2026/03,https://irbank.net/4182/results,取得成功,,2026-06-27T01:00:14.634Z
4183,三井化学,プライム（内国株式）,化学,2156.5,2349.17,149.42,183113,0,0,740191,988784,0,0,420907810,0,2026/03,https://irbank.net/4183/results,取得成功,,2026-06-27T01:00:16.944Z
4186,東京応化工業,プライム（内国株式）,化学,11205,1960.15,291.97,69228,0,0,26483,242299,0,0,123612479,0,2026/03,https://irbank.net/4186/results,取得成功,,2026-06-27T01:00:14.675Z
4187,大阪有機化学工業,プライム（内国株式）,化学,5960,2554.27,221.27,15872.59,0,0,1337.92,50536.5,0,0,19785105,0,2026/02,https://irbank.net/4187/results,取得成功,,2026-06-27T01:00:14.754Z
4188,三菱ケミカルグループ,プライム（内国株式）,化学,1094.5,1296.73,147.22,527104,0,0,1890500,2414600,0,0,1862068434,0,2026/03,https://irbank.net/4188/results,取得成功,,2026-06-27T01:00:14.775Z
4189,ＫＨネオケム,プライム（内国株式）,化学,2989,1989.77,248.51,6719,0,0,16949,72629,0,0,36501204,0,2026/03,https://irbank.net/4189/results,取得成功,,2026-06-27T01:00:14.867Z
4192,スパイダープラス,グロース（内国株式）,情報・通信業,247,75.14,-0.49,2477.41,0,0,836.67,2662.21,0,0,35429997,0,2026/03,https://irbank.net/4192/results,取得成功,,2026-06-27T01:00:15.527Z
4193,ファブリカホールディングス,スタンダード（内国株式）,情報・通信業,2277,686.53,175.06,2454.31,0,0,85.56,3561.83,0,0,5188164,0,2026/03,https://irbank.net/4193/results,取得成功,,2026-06-27T01:00:14.943Z
4194,ビジョナル,プライム（内国株式）,情報・通信業,7298,2028.91,399.8,72779,0,0,119,67759,0,0,33396750,0,2026/04,https://irbank.net/4194/results,取得成功,,2026-06-27T01:00:14.965Z
4196,ネオマーケティング,スタンダード（内国株式）,情報・通信業,1696,374.85,40.63,1018.96,0,0,628.48,790.51,0,0,2108870,0,2026/03,https://irbank.net/4196/results,取得成功,,2026-06-27T01:00:14.993Z
4197,アスマーク,スタンダード（内国株式）,情報・通信業,2192,1357.49,120.95,1390.11,0,0,0,1592.24,0,0,1172929,0,2026/02,https://irbank.net/4197/results,取得成功,,2026-06-27T01:00:15.051Z
4198,テンダ,スタンダード（内国株式）,情報・通信業,486,388.61,4.52,1593.08,0,0,142.12,2794.01,0,0,7189753,0,2026/02,https://irbank.net/4198/results,取得成功,,2026-06-27T01:00:15.063Z
