priority,code,name,source,market,sector,action,signal,strategy,score,winRate,averageReturn,maxDrawdown,periodReturn,reason,nextCheck,caution
165,6493,ＮＩＴＴＡＮ,自動買い候補予備軍,スタンダード（内国株式）,輸送用機器,最優先で通常候補前確認,今買い候補,財務+価格自動判定,128.31,50,5.1,-3.6,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
165,8291,日産東京販売ホールディングス,自動買い候補予備軍,スタンダード（内国株式）,小売業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,117.15,100,4.8,-0.6,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
163.5,8542,トマト銀行,自動買い候補予備軍,スタンダード（内国株式）,銀行業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,128.94,50,3,-3.9,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
163.4,8165,千趣会,自動買い候補予備軍,スタンダード（内国株式）,小売業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,137.38,0,0,0,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
163.4,7256,河西工業,2倍監視,スタンダード（内国株式）,輸送用機器,優先して財務確認,上昇中押し目,上昇中押し目,106.3,100,24.1,-5.7,328.4,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
163.2,7254,ユニバンス,自動買い候補予備軍,スタンダード（内国株式）,輸送用機器,最優先で通常候補前確認,今買い候補,財務+価格自動判定,126.48,50,7.1,-5.8,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
162.8,6390,加藤製作所,自動買い候補予備軍,プライム（内国株式）,機械,最優先で通常候補前確認,今買い候補,財務+価格自動判定,122.54,50,7.6,-2,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
162.7,5753,日本伸銅,自動買い候補予備軍,スタンダード（内国株式）,非鉄金属,最優先で通常候補前確認,今買い候補,財務+価格自動判定,120.04,50,9.7,-1.3,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
161.8,8699,ＨＳホールディングス,自動買い候補予備軍,スタンダード（内国株式）,証券、商品先物取引業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,130.84,50,2.3,-7.6,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
161.3,7444,ハリマ共和物産,自動買い候補予備軍,スタンダード（内国株式）,卸売業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,123.96,50,2.9,-0.4,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
160.9,9505,北陸電力,自動買い候補予備軍,プライム（内国株式）,電気・ガス業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,117.07,100,1.3,-1.7,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
160.6,8349,東北銀行,自動買い候補予備軍,スタンダード（内国株式）,銀行業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,128.36,50,2.6,-6.4,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
160.3,7486,サンリン,自動買い候補予備軍,スタンダード（内国株式）,卸売業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,120.61,66.7,7.5,-6.3,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
159.6,1420,サンヨーホームズ,自動買い候補予備軍,スタンダード（内国株式）,建設業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,117.16,100,0.3,-2.3,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
159.5,7427,エコートレーディング,自動買い候補予備軍,スタンダード（内国株式）,卸売業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,131.47,50,-2,-6.5,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
158.6,7603,ジーイエット,自動買い候補予備軍,スタンダード（内国株式）,小売業,最優先で通常候補前確認,買い場近い,財務+価格自動判定,119.64,50,11.6,-8.1,0,買い場近い。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
158.5,7670,オーウエル,自動買い候補予備軍,スタンダード（内国株式）,卸売業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,125.83,50,3.2,-6.5,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
158.4,7957,フジコピアン,自動買い候補予備軍,スタンダード（内国株式）,その他製品,最優先で通常候補前確認,今買い候補,財務+価格自動判定,120.33,50,8.1,-5.3,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
158.2,8030,中央魚類,自動買い候補予備軍,スタンダード（内国株式）,卸売業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,117.66,50,7.9,-1.9,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
158,8181,東天紅,自動買い候補予備軍,スタンダード（内国株式）,小売業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,118.76,100,0.8,-6.9,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
158,3934,ベネフィットジャパン,2倍監視,スタンダード（内国株式）,情報・通信業,優先して財務確認,上昇中押し目,安値反転,101.8,100,19.2,-1.3,30,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
157.9,8365,富山銀行,自動買い候補予備軍,スタンダード（内国株式）,銀行業,最優先で通常候補前確認,買い場近い,財務+価格自動判定,119.6,66.7,6.7,-7.2,0,買い場近い。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
156,7887,南海プライウッド,自動買い候補予備軍,スタンダード（内国株式）,その他製品,最優先で通常候補前確認,今買い候補,財務+価格自動判定,119.66,66.7,6.9,-9.9,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
155.3,6286,靜甲,自動買い候補予備軍,スタンダード（内国株式）,機械,最優先で通常候補前確認,今買い候補,財務+価格自動判定,118.49,66.7,3.1,-5,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
155.2,8281,ゼビオホールディングス,自動買い候補予備軍,プライム（内国株式）,小売業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,126.87,50,-1.3,-6.9,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
155.2,5965,フジマック,自動買い候補予備軍,スタンダード（内国株式）,金属製品,最優先で通常候補前確認,今買い候補,財務+価格自動判定,116.88,50,6.7,-3.4,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
153.7,7841,遠藤製作所,自動買い候補予備軍,スタンダード（内国株式）,その他製品,最優先で通常候補前確認,今買い候補,財務+価格自動判定,122.26,50,1.9,-6.6,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
153.7,7878,光・彩,2倍監視,スタンダード（内国株式）,その他製品,監視しながら財務確認,待ち,安値反転,103.9,100,26.5,-5.1,49.6,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
153.6,6696,トラース・オン・プロダクト,2倍監視,グロース（内国株式）,電気機器,監視しながら財務確認,待ち,安値反転,103.2,100,24.1,-1.6,-54.4,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
153.2,4410,ハリマ化成グループ,2倍監視,プライム（内国株式）,化学,優先して財務確認,上昇中押し目,安値反転,99.3,100,20.6,-5.8,32.4,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
151.6,7694,いつも,2倍監視,グロース（内国株式）,小売業,監視しながら財務確認,待ち,安値反転,102,100,24.3,-2.9,-22.7,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
151.5,8537,大光銀行,自動買い候補予備軍,スタンダード（内国株式）,銀行業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,124.4,50,2.1,-12.3,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
151.5,9941,太洋物産,2倍監視,スタンダード（内国株式）,卸売業,優先して財務確認,上昇中押し目,上昇中押し目,97.1,100,16,0,29.2,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
151,3583,オーベクス,自動買い候補予備軍,スタンダード（内国株式）,繊維製品,最優先で通常候補前確認,今買い候補,財務+価格自動判定,121.96,66.7,-2,-9,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
147.6,4976,東洋ドライルーブ,自動買い候補予備軍,スタンダード（内国株式）,化学,最優先で通常候補前確認,今買い候補,財務+価格自動判定,117.42,33.3,2.4,-5,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
146.7,5010,日本精蝋,2倍監視,スタンダード（内国株式）,石油・石炭製品,監視しながら財務確認,待ち,高値更新,98.2,100,20.6,0,17.5,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
146.4,5989,エイチワン,2倍監視,プライム（内国株式）,金属製品,監視しながら財務確認,待ち,安値反転,98.3,100,21.8,-1.9,14.6,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
145.5,5016,ＪＸ金属,2倍監視,プライム（内国株式）,非鉄金属,優先して財務確認,上昇中押し目,上昇中押し目,94.7,100,16.1,-4.6,483,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
145.2,8551,北日本銀行,自動買い候補予備軍,プライム（内国株式）,銀行業,最優先で通常候補前確認,今買い候補,財務+価格自動判定,117.9,40,2,-9.6,0,今買い候補。自動取得財務と月次シグナルで条件内です,有報、決算短信、利益継続性、負債、出来高,自動取得財務で判定。原資料チェック推奨
145,6522,アスタリスク,2倍監視,グロース（内国株式）,電気機器,優先して財務確認,上昇中押し目,上昇中押し目,94.2,100,15.3,-3.7,144,上昇トレンド中の押し目候補です。次は決算成長、出来高、直近高値までの距離を確認します,決算成長、出来高、直近高値,価格だけでは判断材料が足りない
143,3664,ＷＩＺＥ,2倍監視,グロース（内国株式）,情報・通信業,監視しながら財務確認,待ち,安値反転,96.7,100,23.5,-6.1,-38.2,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
141.6,5587,インバウンドプラットフォーム,2倍監視,グロース（内国株式）,情報・通信業,監視しながら財務確認,待ち,安値反転,94.8,100,19.6,-1.1,-21.7,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
141.2,6326,クボタ,2倍監視,プライム（内国株式）,機械,監視しながら財務確認,待ち,高値更新,94.4,100,18.9,-0.3,71,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
140.8,9322,川西倉庫,2倍監視,スタンダード（内国株式）,倉庫・運輸関連業,監視しながら財務確認,安値反転候補,高値更新,98.6,100,15.9,-2.6,97.7,安値圏から反転し始めた候補です。赤字・下方修正・信用需給が重くないか確認します,赤字有無、下方修正、信用需給,価格だけでは判断材料が足りない
140.5,9888,ＵＥＸ,2倍監視,スタンダード（内国株式）,卸売業,監視しながら財務確認,待ち,安値反転,94.7,100,21.6,-4.5,18.7,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
136.5,6310,井関農機,2倍監視,プライム（内国株式）,機械,監視しながら財務確認,待ち,安値反転,91.1,100,17.1,0,36.6,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
135.2,281A,インフォメティス,2倍監視,グロース（内国株式）,情報・通信業,監視しながら財務確認,待ち,高値更新,90.3,100,16.6,0,7.3,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
135.1,4651,サニックスホールディングス,2倍監視,スタンダード（内国株式）,サービス業,監視しながら財務確認,待ち,安値反転,90.5,100,17.6,-1.5,-6.2,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
135,4570,免疫生物研究所,2倍監視,グロース（内国株式）,医薬品,監視しながら財務確認,安値反転候補,高値更新,97.8,83.3,17.6,-7.1,86.7,安値圏から反転し始めた候補です。赤字・下方修正・信用需給が重くないか確認します,赤字有無、下方修正、信用需給,価格だけでは判断材料が足りない
135,5232,住友大阪セメント,2倍監視,プライム（内国株式）,ガラス・土石製品,監視しながら財務確認,待ち,安値反転,91.2,100,20.6,-5.9,61.7,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
134.5,7734,理研計器,2倍監視,プライム（内国株式）,精密機器,監視しながら財務確認,待ち,安値反転,89.7,100,16.4,0,25.7,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
134.3,4256,サインド,2倍監視,グロース（内国株式）,情報・通信業,監視しながら財務確認,待ち,高値更新,89.7,100,16.5,-0.3,-9.1,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
133,4351,山田再生系債権回収総合事務所,2倍監視,スタンダード（内国株式）,その他金融業,監視しながら財務確認,待ち,安値反転,89.6,100,19.2,-4.9,2.9,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
133,7513,コジマ,2倍監視,プライム（内国株式）,小売業,監視しながら財務確認,待ち,安値反転,89,100,17.2,-1.9,18.2,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
132.1,1515,日鉄鉱業,2倍監視,プライム（内国株式）,鉱業,監視しながら財務確認,待ち,高値更新,90.5,100,15.8,-3.3,52.7,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
132.1,7069,サイバー・バズ,2倍監視,グロース（内国株式）,サービス業,監視しながら財務確認,待ち,安値反転,89.1,100,19.5,-5.7,-13.2,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
131.9,6648,かわでん,2倍監視,スタンダード（内国株式）,電気機器,監視しながら財務確認,待ち,高値更新,89.3,100,16.1,-2.4,101.9,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
131.9,7245,大同メタル工業,2倍監視,プライム（内国株式）,輸送用機器,監視しながら財務確認,待ち,高値更新,89.2,100,15.7,-1.8,165.5,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
131.8,4679,田谷,2倍監視,スタンダード（内国株式）,サービス業,監視しながら財務確認,待ち,高値更新,87.9,100,15.4,0,0.8,高値更新型で強い値動きです。飛びつきではなく、出来高を伴う継続上昇かを確認します,出来高、材料、過熱感,価格だけでは判断材料が足りない
130.7,6859,エスペック,2倍監視,プライム（内国株式）,電気機器,監視しながら財務確認,待ち,安値反転,87.3,100,16,-1.3,53.2,価格バックテストは良好です。財務、材料、流動性を確認してから候補化します,財務、材料、流動性,価格だけでは判断材料が足りない
