rank,code,name,market,sector,status,normalCandidate,autoBuyScore,price,buyLine,targetPrice,sellGuidePrice,buyRatio,upside,pbr,per,netCashRatio,winRate,averageReturn,maxDrawdown,signal,judgement,metricSource,action,comment,caution
0,3583,オーベクス,スタンダード（内国株式）,繊維製品,自動今買い候補,通常候補前,97.96,1215,1694.84,5017.2,2118.54,0.72,312.94,0.46,5.81,31.96,66.7,-2,-9,今買い候補,見送り寄り,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,7619,田中商事,スタンダード（内国株式）,卸売業,自動今買い候補,通常候補前,97.64,878,1229.09,3396.96,1536.36,0.71,286.9,0.46,6.2,-14.43,100,5.2,0,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,8944,ランドビジネス,スタンダード（内国株式）,不動産業,自動今買い候補,通常候補前,97.41,237,259.5,1280.11,324.38,0.91,440.13,0.28,9.13,-567.1,100,21.5,-4.1,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,7486,サンリン,スタンダード（内国株式）,卸売業,自動今買い候補,通常候補前,96.61,763,795.7,2775.62,994.62,0.96,263.78,0.42,9.59,15.18,66.7,7.5,-6.3,今買い候補,良さそう,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,7957,フジコピアン,スタンダード（内国株式）,その他製品,自動今買い候補,通常候補前,96.33,1681,3345.27,9401.52,4181.58,0.5,459.28,0.32,4.29,-2.49,50,8.1,-5.3,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,9059,カンダホールディングス,スタンダード（内国株式）,陸運業,自動買い場近い,通常候補前,96.31,888,839.07,2862,1065.6,1.06,222.3,0.68,7.45,24.56,100,3.3,0,買い場近い,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,買い場近い。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,1867,植木組,スタンダード（内国株式）,建設業,自動今買い候補,通常候補前,96.24,2380,3088.99,7847.76,3861.24,0.77,229.74,0.49,7.28,-21.15,100,10,-3,今買い候補,良さそう,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,5660,神鋼鋼線工業,スタンダード（内国株式）,鉄鋼,自動今買い候補,通常候補前,96.24,1752,1895.2,6572.12,2369,0.92,275.12,0.41,9.24,-72.17,100,15.8,0,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,7247,ミクニ,スタンダード（内国株式）,輸送用機器,自動今買い候補,通常候補前,96.08,353,505.6,1816.98,632,0.7,414.73,0.3,6.98,-272.57,100,2,0,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,5753,日本伸銅,スタンダード（内国株式）,非鉄金属,自動今買い候補,通常候補前,96.04,2330,3806.45,10219.92,4758.06,0.61,338.62,0.39,5.47,-47.47,50,9.7,-1.3,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,3435,サンコーテクノ,スタンダード（内国株式）,金属製品,自動今買い候補,通常候補前,95.71,1428,1579.4,3856.9,1974.25,0.9,170.09,0.57,9.04,6.51,100,9,-0.8,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,8260,井筒屋,スタンダード（内国株式）,小売業,自動今買い候補,通常候補前,95.69,376,450,1680.66,562.5,0.84,346.98,0.34,8.36,-236.26,100,11.3,-1.4,今買い候補,中立,irbank:2026/02,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,7887,南海プライウッド,スタンダード（内国株式）,その他製品,自動今買い候補,通常候補前,95.66,1468,3095.4,8353.95,3869.25,0.47,469.07,0.27,4.74,-103.28,66.7,6.9,-9.9,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,7603,ジーイエット,スタンダード（内国株式）,小売業,自動買い場近い,通常候補前,95.64,48,44.9,301.2,57.6,1.07,527.5,0.68,3.82,69.63,50,11.6,-8.1,買い場近い,中立,irbank:2026/02,自動取得財務でランキング反映。原資料チェックで精度を上げる,買い場近い。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,8365,富山銀行,スタンダード（内国株式）,銀行業,自動買い場近い,通常候補前,95.6,2086,1968.1,8899.67,2503.2,1.06,326.64,0.36,10.6,255.98,66.7,6.7,-7.2,買い場近い,良さそう,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,買い場近い。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,8928,穴吹興産,スタンダード（内国株式）,不動産業,自動今買い候補,通常候補前,95.07,2327,2902.68,9899.76,3628.35,0.8,325.43,0.51,5.64,-304.73,100,15.8,-0.4,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,5975,東プレ,プライム（内国株式）,金属製品,自動今買い候補,通常候補前,94.96,2703,3035.3,7537.56,3794.12,0.89,178.86,0.55,8.91,12.35,100,9.3,-4.9,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,5851,リョービ,プライム（内国株式）,非鉄金属,自動今買い候補,通常候補前,94.94,2736,3615.3,8799.35,4519.13,0.76,221.61,0.48,7.57,-52.62,100,7.1,-2.8,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,8181,東天紅,スタンダード（内国株式）,小売業,自動今買い候補,通常候補前,94.76,1024,1771.7,4401.05,2214.63,0.58,329.79,0.36,5.78,-34.88,100,0.8,-6.9,今買い候補,中立,irbank:2026/02,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,9312,ケイヒン,スタンダード（内国株式）,倉庫・運輸関連業,自動今買い候補,通常候補前,94.68,2764,3312.77,12498.96,4140.96,0.83,352.21,0.53,5.31,-36.13,100,17.2,-0.4,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,6286,靜甲,スタンダード（内国株式）,機械,自動今買い候補,通常候補前,94.49,1421,1548.4,4134.81,1935.5,0.92,190.98,0.53,9.18,50.28,66.7,3.1,-5,今買い候補,良さそう,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,6484,ＫＶＫ,スタンダード（内国株式）,機械,自動今買い候補,通常候補前,94.24,2369,2455.57,6577.2,3069.46,0.96,177.64,0.62,8.64,17.61,100,7.7,-0.2,今買い候補,良さそう,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,8551,北日本銀行,プライム（内国株式）,銀行業,自動今買い候補,通常候補前,93.9,5260,5492.8,17738.44,6866,0.96,237.23,0.45,9.58,285.43,40,2,-9.6,今買い候補,見送り寄り,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,4120,スガイ化学工業,スタンダード（内国株式）,化学,自動今買い候補,通常候補前,93.87,2770,3529.9,9797.29,4412.38,0.78,253.69,0.43,7.85,-12.48,100,11.7,-6.7,今買い候補,良さそう,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,8030,中央魚類,スタンダード（内国株式）,卸売業,自動今買い候補,通常候補前,93.66,3455,5508,14036.3,6885,0.63,306.26,0.38,6.27,-105.45,50,7.9,-1.9,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,4976,東洋ドライルーブ,スタンダード（内国株式）,化学,自動今買い候補,通常候補前,93.42,1280,1510.5,4166.54,1888.13,0.85,225.51,0.47,8.47,46.05,33.3,2.4,-5,今買い候補,見送り寄り,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,9761,東海リース,スタンダード（内国株式）,サービス業,自動今買い候補,通常候補前,93.17,2212,2540.6,7730.83,3175.75,0.87,249.5,0.44,8.71,-180.37,100,8.2,0,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,1420,サンヨーホームズ,スタンダード（内国株式）,建設業,自動今買い候補,通常候補前,93.16,623,895.86,2820.72,1119.82,0.7,352.76,0.45,5.3,-137.47,100,0.3,-2.3,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,8291,日産東京販売ホールディングス,スタンダード（内国株式）,小売業,自動今買い候補,通常候補前,93.15,546,588.6,1507.65,735.75,0.93,176.13,0.55,9.28,9.39,100,4.8,-0.6,今買い候補,良さそう,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,9505,北陸電力,プライム（内国株式）,電気・ガス業,自動今買い候補,通常候補前,93.07,868.6,1196.7,3289.33,1495.88,0.73,278.69,0.4,7.26,-487.69,100,1.3,-1.7,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
0,5965,フジマック,スタンダード（内国株式）,金属製品,自動今買い候補,通常候補前,92.88,1147,1298.68,7691.04,1623.35,0.88,570.54,0.57,3.58,17.24,50,6.7,-3.4,今買い候補,中立,irbank:2026/03,自動取得財務でランキング反映。原資料チェックで精度を上げる,今買い候補。自動取得財務と月次シグナルで条件内です,自動取得財務で判定。原資料チェック推奨
