code,name,sector,reviewStatus,score,price,buyLine,targetPrice,buyRatio,upside,pbr,per,netCashRatio,winRate,averageReturn,maxDrawdown,trades,signal,metricSource,earningsScore,earningsLabel,salesGrowthRate,operatingProfitGrowthRate,operatingProfitTurnaround,earningsPeriod,earningsReasons,earningsCautions,disclosureTitle,financialRiskLevel,financialRiskReasons,priceValidationLevel,priceValidationReasons,auxiliaryTrades,auxiliaryWinRate,auxiliaryAverageReturn,auxiliaryMaxDrawdown,trustLevel,reasons,cautions,nextAction
6393,油研工業,機械,追加確認,60,2845,2811.7,10101.29,1.01,255.05,0.43,10.12,-25.03,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 5回/勝率60%/平均4.79%,5,60,4.79,-7.18,watch,低PBR 0.43倍 / 買いライン圏 1.01倍 / 上昇余地大 255.05%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
2666,オートウェーブ,小売業,追加確認,89.21,170,166.8,480.42,1.02,182.6,0.54,10.19,-25.01,100,11.1,-3.7,2,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 7回/勝率42.86%/平均-0.59%,7,42.86,-0.59,-12.18,avoid,低PBR 0.54倍 / 買いライン圏 1.02倍 / 上昇余地大 182.6%,価格検証取引少 2回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
3375,ＺＯＡ,小売業,追加確認,91.89,1660,1620.59,6484.32,1.02,290.62,0.66,6.14,9.75,50,3.8,-5.3,2,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 7回/勝率42.86%/平均1.55%,7,42.86,1.55,-12.66,avoid,低PBR 0.66倍 / 低PER 6.14倍 / 買いライン圏 1.02倍 / 上昇余地大 290.62%,価格検証取引少 2回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
7417,南陽,卸売業,追加確認,83.99,1470,1436.74,4409.52,1.02,199.97,0.65,8,52.85,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均9.43%,6,83.33,9.43,-10.09,watch,低PBR 0.65倍 / 低PER 8倍 / ネット現金厚め 52.85% / 買いライン圏 1.02倍 / 上昇余地大 199.97%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
7946,光陽社,その他製品,追加確認,78.81,356,350.1,1082.37,1.02,204.04,0.5,10.17,64.11,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,1,100,2.89,0,thinValidation,低PBR 0.5倍 / ネット現金厚め 64.11% / 買いライン圏 1.02倍 / 上昇余地大 204.04%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
7614,オーエムツーネットワーク,小売業,追加確認,72.48,1531,1500.1,4170.35,1.02,172.39,0.56,10.21,98.58,0,0,0,0,買い場近い,irbank:2026/04,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均5.56%,6,83.33,5.56,-1.48,watch,低PBR 0.56倍 / ネット現金厚め 98.58% / 買いライン圏 1.02倍 / 上昇余地大 172.39%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
6382,トリニティ工業,機械,追加確認,63.45,1229,1208.4,3284.39,1.02,167.24,0.57,10.17,49.53,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 7回/勝率42.86%/平均4.5%,7,42.86,4.5,-9.61,avoid,低PBR 0.57倍 / ネット現金厚め 49.53% / 買いライン圏 1.02倍 / 上昇余地大 167.24%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
8006,ユアサ・フナショク,卸売業,追加確認,61.94,1450,1415.4,3765.91,1.02,159.72,0.59,10.24,44.29,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均13.16%,6,83.33,13.16,-1.98,watch,低PBR 0.59倍 / ネット現金厚め 44.29% / 買いライン圏 1.02倍 / 上昇余地大 159.72%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
5603,虹技,鉄鋼,追加確認,60,1247,1218.7,7233.98,1.02,480.11,0.26,10.23,-129.61,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,ネット有利子負債が重い -129.61%,auxiliaryWeak,補助検証弱い 8回/勝率37.5%/平均2.07%,8,37.5,2.07,-21.51,avoid,低PBR 0.26倍 / 買いライン圏 1.02倍 / 上昇余地大 480.11%,ネット有利子負債が重い -129.61% / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
6899,ＡＳＴＩ,電気機器,追加確認,60,2284,2239.5,12232.52,1.02,435.57,0.29,10.2,-110.82,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,ネット有利子負債が重い -110.82%,auxiliaryGood,補助検証良好 5回/勝率80%/平均6.79%,5,80,6.79,-14.12,financialCaution,低PBR 0.29倍 / 買いライン圏 1.02倍 / 上昇余地大 435.57%,ネット有利子負債が重い -110.82% / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
5986,モリテック　スチール,金属製品,追加確認,60,227,223.2,1102.26,1.02,385.58,0.32,10.17,-0.28,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 7回/勝率42.86%/平均-0.21%,7,42.86,-0.21,-13.73,avoid,低PBR 0.32倍 / 買いライン圏 1.02倍 / 上昇余地大 385.58%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
4616,川上塗料,化学,追加確認,49.57,1860,1828.3,5354.07,1.02,187.85,0.53,10.17,-0.93,0,0,0,0,買い場近い,irbank:2026/02,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 5回/勝率60%/平均6.97%,5,60,6.97,-9.9,watch,低PBR 0.53倍 / 買いライン圏 1.02倍 / 上昇余地大 187.85%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
8747,豊トラスティ証券,証券、商品先物取引業,追加確認,57,2078,2045.47,18698.64,1.02,799.84,0.65,2.67,90.1,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 7回/勝率71.43%/平均12.18%,7,71.43,12.18,-3.51,watch,低PBR 0.65倍 / 低PER 2.67倍 / ネット現金厚め 90.1% / 買いライン圏 1.02倍 / 上昇余地大 799.84%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
9537,北陸瓦斯,電気・ガス業,追加確認,57,4000,3922.5,17564.05,1.02,339.1,0.35,10.2,26.12,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,特殊業種,thin,検証取引少 0回,6,50,2.4,-11.31,financialCaution,低PBR 0.35倍 / ネット現金厚め 26.12% / 買いライン圏 1.02倍 / 上昇余地大 339.1%,電気・ガス業は財務構造が特殊なため原資料確認を優先 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
254A,ＡＩフュージョンキャピタルグループ,証券、商品先物取引業,追加確認,30.42,960,945,2313.36,1.02,140.98,0.63,10.16,7.88,100,18.1,-2.9,1,買い場近い,completionEstimate,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 1回,10,50,4.79,-12.16,thinValidation,低PBR 0.63倍 / 買いライン圏 1.02倍 / 上昇余地大 140.98%,価格検証取引少 1回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
3420,ケー・エフ・シー,金属製品,追加確認,108.29,1506,1467.5,4606.37,1.03,205.87,0.5,10.26,37,100,6.3,-2.9,2,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率66.67%/平均4.34%,6,66.67,4.34,-13.16,watch,低PBR 0.5倍 / ネット現金厚め 37% / 上昇余地大 205.87%,買いラインを少し上回る 1.03倍 / 価格検証取引少 2回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
1887,日本国土開発,建設業,追加確認,73.2,518,501.6,1327.32,1.03,156.24,0.6,10.33,-26.39,100,12.2,-2.2,1,買い場近い,irbank:2026/02,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 6回/勝率33.33%/平均2.02%,6,33.33,2.02,-13.43,avoid,低PBR 0.6倍 / 上昇余地大 156.24%,買いラインを少し上回る 1.03倍 / 価格検証取引少 1回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
6964,サンコー,電気機器,追加確認,86,653,631.1,2815.64,1.03,331.19,0.35,10.35,84.91,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,6,50,6.98,-10.61,thinValidation,低PBR 0.35倍 / ネット現金厚め 84.91% / 上昇余地大 331.19%,買いラインを少し上回る 1.03倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
8119,三栄コーポレーション,卸売業,追加確認,86,755,736.4,2364.02,1.03,213.12,0.49,10.25,60.86,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 5回/勝率40%/平均11.4%,5,40,11.4,-10.1,avoid,低PBR 0.49倍 / ネット現金厚め 60.86% / 上昇余地大 213.12%,買いラインを少し上回る 1.03倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
1662,石油資源開発,鉱業,追加確認,90.52,1610,1568.84,5625.12,1.03,249.39,0.66,6.87,11.54,50,4,-7,2,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率66.67%/平均11.23%,6,66.67,11.23,-13,watch,低PBR 0.66倍 / 低PER 6.87倍 / 上昇余地大 249.39%,買いラインを少し上回る 1.03倍 / 価格検証取引少 2回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
4234,サンエー化研,化学,追加確認,78,693,674.8,3541.49,1.03,411.04,0.3,10.27,18.49,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 6回/勝率33.33%/平均8.36%,6,33.33,8.36,-8.05,avoid,低PBR 0.3倍 / ネット現金厚め 18.49% / 上昇余地大 411.04%,買いラインを少し上回る 1.03倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
8040,東京ソワール,繊維製品,追加確認,78,1043,1011.3,4746.72,1.03,355.1,0.34,10.31,41.72,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均4.75%,6,83.33,4.75,-10.77,watch,低PBR 0.34倍 / ネット現金厚め 41.72% / 上昇余地大 355.1%,買いラインを少し上回る 1.03倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
9083,神姫バス,陸運業,追加確認,78,1880,1821.9,6790.87,1.03,261.22,0.42,10.32,0.24,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,特殊業種,auxiliaryGood,補助検証良好 5回/勝率80%/平均2.39%,5,80,2.39,-3.62,financialCaution,低PBR 0.42倍 / 上昇余地大 261.22%,陸運業は財務構造が特殊なため原資料確認を優先 / 買いラインを少し上回る 1.03倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
5237,ノザワ,ガラス・土石製品,追加確認,67.95,1211,1179.28,3145.68,1.03,159.76,0.66,9.24,39.7,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均9.84%,6,83.33,9.84,-9.97,watch,低PBR 0.66倍 / 低PER 9.24倍 / ネット現金厚め 39.7% / 上昇余地大 159.76%,買いラインを少し上回る 1.03倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
2481,タウンニュース社,サービス業,追加確認,63.8,664,643.08,1556.4,1.03,134.4,0.66,10.24,36.22,50,-1.7,-6.4,2,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 2回,4,50,3.97,-5.04,thinValidation,低PBR 0.66倍 / ネット現金厚め 36.22% / 上昇余地大 134.4%,買いラインを少し上回る 1.03倍 / 価格検証取引少 2回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
9504,中国電力,電気・ガス業,追加確認,57,884.3,862.1,3307.17,1.03,273.99,0.41,10.26,25.16,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,特殊業種,thin,検証取引少 0回,6,50,6.63,-14.83,financialCaution,低PBR 0.41倍 / ネット現金厚め 25.16% / 上昇余地大 273.99%,電気・ガス業は財務構造が特殊なため原資料確認を優先 / 買いラインを少し上回る 1.03倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
7297,カーメイト,輸送用機器,追加確認,86,842,806.6,3297.55,1.04,291.63,0.39,10.44,130.58,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 5回/勝率60%/平均1.72%,5,60,1.72,-7.91,watch,低PBR 0.39倍 / ネット現金厚め 130.58% / 上昇余地大 291.63%,買いラインを少し上回る 1.04倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
9845,パーカーコーポレーション,化学,追加確認,78,1355,1300.46,4219.2,1.04,211.38,0.67,7.71,48.16,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 7回/勝率71.43%/平均9.21%,7,71.43,9.21,-11.07,watch,低PBR 0.67倍 / 低PER 7.71倍 / ネット現金厚め 48.16% / 上昇余地大 211.38%,買いラインを少し上回る 1.04倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
5819,カナレ電気,非鉄金属,追加確認,65.63,1792,1724.9,4267.86,1.04,138.16,0.64,10.39,62.15,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,6,50,2.65,-13.87,thinValidation,低PBR 0.64倍 / ネット現金厚め 62.15% / 上昇余地大 138.16%,買いラインを少し上回る 1.04倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
9994,やまや,小売業,追加確認,62.29,2003,1927.8,5236.75,1.04,161.45,0.59,10.39,31.03,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,1,0,0,0,thinValidation,低PBR 0.59倍 / ネット現金厚め 31.03% / 上昇余地大 161.45%,買いラインを少し上回る 1.04倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
6440,ＪＵＫＩ,機械,追加確認,60,529,507.8,1666.38,1.04,215.01,0.49,10.42,-330.33,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,ネット有利子負債がかなり重い -330.33%,auxiliaryWeak,補助検証弱い 7回/勝率57.14%/平均8.07%,7,57.14,8.07,-24.86,avoid,低PBR 0.49倍 / 上昇余地大 215.01%,ネット有利子負債が重い -330.33% / 買いラインを少し上回る 1.04倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
7914,共同印刷,その他製品,追加確認,56.54,1567,1510.14,3646.08,1.04,132.68,0.66,10.31,6.5,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,8,87.5,13.8,-15.13,thinValidation,低PBR 0.66倍 / 上昇余地大 132.68%,買いラインを少し上回る 1.04倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
4629,大伸化学,化学,追加確認,86,1852,1770.4,5818.83,1.05,214.19,0.49,10.46,101.35,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均8.62%,6,83.33,8.62,-7.97,watch,低PBR 0.49倍 / ネット現金厚め 101.35% / 上昇余地大 214.19%,買いラインを少し上回る 1.05倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
4365,松本油脂製薬,化学,追加確認,86,20600,19684.62,66485.04,1.05,222.74,0.67,7.44,55.83,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 6回/勝率33.33%/平均5.42%,6,33.33,5.42,-8.95,avoid,低PBR 0.67倍 / 低PER 7.44倍 / ネット現金厚め 55.83% / 上昇余地大 222.74%,買いラインを少し上回る 1.05倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
1810,松井建設,建設業,追加確認,81.55,1340,1279.67,3366,1.05,151.19,0.67,9.55,43.07,50,2.5,-6.4,4,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,neutral,中立 勝率50%/平均2.5%,6,83.33,18.53,-9.72,watch,低PBR 0.67倍 / 低PER 9.55倍 / ネット現金厚め 43.07% / 上昇余地大 151.19%,買いラインを少し上回る 1.05倍,自動ランキングには反映。原資料チェックで信頼度を上げる
7812,クレステック,その他製品,追加確認,78,2169,2059.37,8356.8,1.05,285.28,0.67,6.23,0.61,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,6,66.67,3.56,-16.39,thinValidation,低PBR 0.67倍 / 低PER 6.23倍 / 上昇余地大 285.28%,買いラインを少し上回る 1.05倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
6137,小池酸素工業,機械,追加確認,67.68,1496,1422.99,3865.44,1.05,158.39,0.67,9.29,31.02,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,9,66.67,7.48,-16.59,thinValidation,低PBR 0.67倍 / 低PER 9.29倍 / ネット現金厚め 31.02% / 上昇余地大 158.39%,買いラインを少し上回る 1.05倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
7461,キムラ,卸売業,追加確認,60,455,433.5,1737.9,1.05,281.96,0.4,10.5,-89.18,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,ネット有利子負債が重い -89.18%,thin,検証取引少 0回,2,100,3.76,-2.81,financialCaution,低PBR 0.4倍 / 上昇余地大 281.96%,ネット有利子負債が重い -89.18% / 買いラインを少し上回る 1.05倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
5974,中国工業,金属製品,追加確認,60,870,827.1,2794.94,1.05,221.26,0.48,10.52,-21.49,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,6,50,2.75,-13.57,thinValidation,低PBR 0.48倍 / 上昇余地大 221.26%,買いラインを少し上回る 1.05倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
5962,浅香工業,その他製品,追加確認,78,1884,1769.8,7325.07,1.06,288.8,0.39,10.65,11.29,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,6,50,6.07,-7.46,thinValidation,低PBR 0.39倍 / 上昇余地大 288.8%,買いラインを少し上回る 1.06倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
9059,カンダホールディングス,陸運業,追加確認,78,888,839.07,2862,1.06,222.3,0.68,7.45,24.56,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,特殊業種,auxiliaryGood,補助検証良好 6回/勝率66.67%/平均2.51%,6,66.67,2.51,-10.73,financialCaution,低PBR 0.68倍 / 低PER 7.45倍 / ネット現金厚め 24.56% / 上昇余地大 222.3%,陸運業は財務構造が特殊なため原資料確認を優先 / 買いラインを少し上回る 1.06倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
1376,カネコ種苗,水産・農林業,追加確認,62.83,1453,1367.8,3565.33,1.06,145.38,0.62,10.62,10.31,50,-3.3,-8.3,2,買い場近い,irbank:2026/02,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 5回/勝率60%/平均4.3%,5,60,4.3,-6.12,watch,低PBR 0.62倍 / 上昇余地大 145.38%,過去検証の最大下落が大きい -8.3% / 買いラインを少し上回る 1.06倍 / 価格検証取引少 2回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
8123,川辺,卸売業,追加確認,60,1338,1260.4,6241.42,1.06,366.47,0.33,10.62,-19.41,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均6.28%,6,83.33,6.28,-10.7,watch,低PBR 0.33倍 / 上昇余地大 366.47%,買いラインを少し上回る 1.06倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
3951,朝日印刷,パルプ・紙,追加確認,59.53,857,807.6,2636.57,1.06,207.65,0.5,10.61,-54.95,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 5回/勝率80%/平均1.32%,5,80,1.32,-0.98,watch,低PBR 0.5倍 / 上昇余地大 207.65%,買いラインを少し上回る 1.06倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
8364,清水銀行,銀行業,追加確認,57,2350,2208.7,10709.97,1.06,355.74,0.34,10.64,826.05,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,特殊業種,thin,検証取引少 0回,6,50,4.02,-7.09,financialCaution,低PBR 0.34倍 / ネット現金厚め 826.05% / 上昇余地大 355.74%,銀行業は財務構造が特殊なため原資料確認を優先 / 買いラインを少し上回る 1.06倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
8365,富山銀行,銀行業,追加確認,57,2086,1968.1,8899.67,1.06,326.64,0.36,10.6,255.98,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,特殊業種,auxiliaryGood,補助検証良好 6回/勝率66.67%/平均7.83%,6,66.67,7.83,-11.69,financialCaution,低PBR 0.36倍 / ネット現金厚め 255.98% / 上昇余地大 326.64%,銀行業は財務構造が特殊なため原資料確認を優先 / 買いラインを少し上回る 1.06倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
8550,栃木銀行,銀行業,追加確認,41.43,915,864.3,2398.5,1.06,162.13,0.58,10.59,479.48,0,0,0,0,買い場近い,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,特殊業種,auxiliaryWeak,補助検証弱い 8回/勝率87.5%/平均14.35%,8,87.5,14.35,-20.22,avoid,低PBR 0.58倍 / ネット現金厚め 479.48% / 上昇余地大 162.13%,銀行業は財務構造が特殊なため原資料確認を優先 / 買いラインを少し上回る 1.06倍 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
2170,リンクアンドモチベーション,サービス業,追加確認,72.65,532,496.7,1215.85,1.07,128.54,0.67,10.71,7.46,100,12.3,-4.6,2,買い場近い,completionEstimate,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 7回/勝率57.14%/平均12.45%,7,57.14,12.45,-8.92,watch,低PBR 0.67倍 / 上昇余地大 128.54%,買いラインを少し上回る 1.07倍 / 価格検証取引少 2回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
9625,セレスポ,サービス業,通常候補へ昇格OK,82.01,1073,1141.47,2977.2,0.94,177.47,0.6,8.65,67.15,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率66.67%/平均3.21%,6,66.67,3.21,-8.48,high,低PBR 0.6倍 / 低PER 8.65倍 / ネット現金厚め 67.15% / 買いライン圏 0.94倍 / 上昇余地大 177.47%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
5408,中山製鋼所,鉄鋼,通常候補へ昇格OK,86.7,604,645.6,3080.27,0.94,409.98,0.3,9.36,44.92,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 3回/勝率0%/平均-4.55%,3,0,-4.55,-9.15,avoid,低PBR 0.3倍 / 低PER 9.36倍 / ネット現金厚め 44.92% / 買いライン圏 0.94倍 / 上昇余地大 409.98%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
9876,コックス,小売業,通常候補へ昇格OK,80.39,230,243.85,938.4,0.94,308,0.6,5.88,92.99,0,0,0,0,今買い候補,irbank:2026/02,-8,決算強い: 増収+0.9%,0.9,-29.9,,2027Q1,増収+0.9%,営業益-29.9%,2027年2月期 第1四半期決算短信,low,財務ガード通過,auxiliaryGood,補助検証良好 8回/勝率62.5%/平均9.71%,8,62.5,9.71,-14.29,high,低PBR 0.6倍 / 低PER 5.88倍 / ネット現金厚め 92.99% / 買いライン圏 0.94倍 / 上昇余地大 308%,価格検証取引少 0回。財務と現在価格を優先 / 営業利益が減益 -29.9%,自動ランキングへ反映済み。通常候補追加プレビューへも反映
