code,name,sector,reviewStatus,score,price,buyLine,targetPrice,buyRatio,upside,pbr,per,netCashRatio,winRate,averageReturn,maxDrawdown,trades,signal,metricSource,earningsScore,earningsLabel,salesGrowthRate,operatingProfitGrowthRate,operatingProfitTurnaround,earningsPeriod,earningsReasons,earningsCautions,disclosureTitle,financialRiskLevel,financialRiskReasons,priceValidationLevel,priceValidationReasons,auxiliaryTrades,auxiliaryWinRate,auxiliaryAverageReturn,auxiliaryMaxDrawdown,trustLevel,reasons,cautions,nextAction
5958,三洋工業,金属製品,通常候補へ昇格OK,78.61,4370,4636.3,11406.39,0.94,161.02,0.59,9.43,54.17,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 8回/勝率75%/平均14.65%,8,75,14.65,-12.06,high,低PBR 0.59倍 / 低PER 9.43倍 / ネット現金厚め 54.17% / 買いライン圏 0.94倍 / 上昇余地大 161.02%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
6307,サンセイ,機械,通常候補へ昇格OK,78.3,413,438.91,1235.28,0.94,199.1,0.6,8.02,16.96,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 5回/勝率60%/平均9.64%,5,60,9.64,-8.43,high,低PBR 0.6倍 / 低PER 8.02倍 / ネット現金厚め 16.96% / 買いライン圏 0.94倍 / 上昇余地大 199.1%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
6229,オーケーエム,機械,通常候補へ昇格OK,72.98,1467,1568.68,3979.92,0.94,171.3,0.6,8.85,42.53,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,8,50,6.23,-11.95,thinValidation,低PBR 0.6倍 / 低PER 8.85倍 / ネット現金厚め 42.53% / 買いライン圏 0.94倍 / 上昇余地大 171.3%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
2907,あじかん,食料品,通常候補へ昇格OK,67.14,1445,1536.3,3740.87,0.94,158.88,0.59,9.41,-7.68,100,15.9,-3.3,1,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均10.79%,6,83.33,10.79,-11.28,high,低PBR 0.59倍 / 低PER 9.41倍 / 買いライン圏 0.94倍 / 上昇余地大 158.88%,価格検証取引少 1回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
8076,カノークス,卸売業,追加確認,53.78,1964,2099.9,5210.61,0.94,165.31,0.58,9.35,-105.19,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,ネット有利子負債が重い -105.19%,thin,検証取引少 0回,6,66.67,3.52,-15.51,financialCaution,低PBR 0.58倍 / 低PER 9.35倍 / 買いライン圏 0.94倍 / 上昇余地大 165.31%,ネット有利子負債が重い -105.19% / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
8600,トモニホールディングス,銀行業,追加確認,50.87,876,929.3,2341.45,0.94,167.29,0.57,9.43,282.55,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,特殊業種,auxiliaryGood,補助検証良好 7回/勝率85.71%/平均12.48%,7,85.71,12.48,-14.21,financialCaution,低PBR 0.57倍 / 低PER 9.43倍 / ネット現金厚め 282.55% / 買いライン圏 0.94倍 / 上昇余地大 167.29%,銀行業は財務構造が特殊なため原資料確認を優先 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
3352,バッファロー,小売業,通常候補へ昇格OK,139.21,1658,1774.92,4967.04,0.93,199.58,0.6,8.01,76.75,100,10,-2.8,2,今買い候補,irbank:2026/03,12,決算強い: 増収+4.6% / 営業益+22%,4.6,22,,2027Q1,増収+4.6% / 営業益+22%,,2027年3月期 第1四半期決算短信,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均8.26%,6,83.33,8.26,-4.41,high,低PBR 0.6倍 / 低PER 8.01倍 / ネット現金厚め 76.75% / 買いライン圏 0.93倍 / 上昇余地大 199.58% / 営業益+20%以上 22%,価格検証取引少 2回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
7299,フジオーゼックス,輸送用機器,通常候補へ昇格OK,86.5,1614,1728.9,4979.32,0.93,208.51,0.5,9.34,38.71,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 8回/勝率62.5%/平均13.44%,8,62.5,13.44,-13.95,high,低PBR 0.5倍 / 低PER 9.34倍 / ネット現金厚め 38.71% / 買いライン圏 0.93倍 / 上昇余地大 208.51%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
8291,日産東京販売ホールディングス,小売業,通常候補へ昇格OK,74.27,546,588.6,1507.65,0.93,176.13,0.55,9.28,9.39,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均9.45%,6,83.33,9.45,-13.38,high,低PBR 0.55倍 / 低PER 9.28倍 / 買いライン圏 0.93倍 / 上昇余地大 176.13%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
9351,東洋埠頭,倉庫・運輸関連業,追加確認,68.86,1819,1951.8,6535.49,0.93,259.29,0.43,9.32,-96.41,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,ネット有利子負債が重い -96.41%,auxiliaryGood,補助検証良好 6回/勝率66.67%/平均7.44%,6,66.67,7.44,-4.62,financialCaution,低PBR 0.43倍 / 低PER 9.32倍 / 買いライン圏 0.93倍 / 上昇余地大 259.29%,ネット有利子負債が重い -96.41% / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
7980,重松製作所,その他製品,追加確認,62.73,794,849.25,2463.6,0.93,210.28,0.6,7.74,-107.87,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,ネット有利子負債が重い -107.87%,auxiliaryWeak,補助検証弱い 5回/勝率40%/平均0.22%,5,40,0.22,-3.81,avoid,低PBR 0.6倍 / 低PER 7.74倍 / 買いライン圏 0.93倍 / 上昇余地大 210.28%,ネット有利子負債が重い -107.87% / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
3903,ｇｕｍｉ,情報・通信業,通常候補へ昇格OK,60.14,230,246.06,683.04,0.93,196.97,0.6,8.08,-10.74,0,0,0,0,今買い候補,irbank:2026/04,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,1,0,0,0,thinValidation,低PBR 0.6倍 / 低PER 8.08倍 / 買いライン圏 0.93倍 / 上昇余地大 196.97%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
8558,東和銀行,銀行業,追加確認,51.98,1438,1552.1,3875.02,0.93,169.47,0.57,9.26,546.73,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,特殊業種,auxiliaryWeak,補助検証弱い 9回/勝率66.67%/平均8.98%,9,66.67,8.98,-19.58,avoid,低PBR 0.57倍 / 低PER 9.26倍 / ネット現金厚め 546.73% / 買いライン圏 0.93倍 / 上昇余地大 169.47%,銀行業は財務構造が特殊なため原資料確認を優先 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
8138,三京化成,卸売業,通常候補へ昇格OK,95.33,4000,4343.9,15627.53,0.92,290.69,0.39,9.21,68.33,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 8回/勝率50%/平均5.09%,8,50,5.09,-18.24,avoid,低PBR 0.39倍 / 低PER 9.21倍 / ネット現金厚め 68.33% / 買いライン圏 0.92倍 / 上昇余地大 290.69%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
6286,靜甲,機械,通常候補へ昇格OK,85.65,1421,1548.4,4134.81,0.92,190.98,0.53,9.18,50.28,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 7回/勝率71.43%/平均11.11%,7,71.43,11.11,-4.32,high,低PBR 0.53倍 / 低PER 9.18倍 / ネット現金厚め 50.28% / 買いライン圏 0.92倍 / 上昇余地大 190.98%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
5997,協立エアテック,金属製品,通常候補へ昇格OK,79.54,873,953.4,3146.84,0.92,260.46,0.42,9.16,47.07,0,0,0,0,今買い候補,irbank:2026/03,-8,決算注意,-2,17.5,,2026Q1,,減収-2%,2026年12月期 第1四半期決算短信,low,財務ガード通過,auxiliaryGood,補助検証良好 7回/勝率71.43%/平均4.93%,7,71.43,4.93,-12.14,high,低PBR 0.42倍 / 低PER 9.16倍 / ネット現金厚め 47.07% / 買いライン圏 0.92倍 / 上昇余地大 260.46%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
4360,マナック・ケミカル・パートナーズ,化学,通常候補へ昇格OK,76.23,811,884.74,2300.64,0.92,183.68,0.59,8.46,48.15,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryWeak,補助検証弱い 9回/勝率55.56%/平均5.6%,9,55.56,5.6,-20.26,avoid,低PBR 0.59倍 / 低PER 8.46倍 / ネット現金厚め 48.15% / 買いライン圏 0.92倍 / 上昇余地大 183.68%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
5660,神鋼鋼線工業,鉄鋼,通常候補へ昇格OK,69.18,1752,1895.2,6572.12,0.92,275.12,0.41,9.24,-72.17,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率66.67%/平均12.69%,6,66.67,12.69,-8.52,high,低PBR 0.41倍 / 低PER 9.24倍 / 買いライン圏 0.92倍 / 上昇余地大 275.12%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
3758,アエリア,情報・通信業,今回は見送り,59.42,228,246.8,644.28,0.92,182.58,0.54,9.24,-3.16,33.3,-5.3,-8.6,3,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,weak,勝率低い 33.3% / 平均利益マイナス -5.3%,3,33.33,5.25,-7.06,avoid,低PBR 0.54倍 / 低PER 9.24倍 / 買いライン圏 0.92倍 / 上昇余地大 182.58%,価格検証の勝率が低い 33.3% / 価格検証の平均利益がマイナス -5.3% / 過去検証の最大下落が大きい -8.6%,ランキング上位から外す。条件改善まで買い表示しない
5406,神戸製鋼所,鉄鋼,通常候補へ昇格OK,63.4,1876,2041.32,6068.88,0.92,223.5,0.59,7.42,-70.8,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均5.5%,6,83.33,5.5,-9.17,high,低PBR 0.59倍 / 低PER 7.42倍 / 買いライン圏 0.92倍 / 上昇余地大 223.5%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
7208,カネミツ,輸送用機器,通常候補へ昇格OK,95.18,1216,1329.9,3744.45,0.91,207.93,0.5,9.14,52.9,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,6,83.33,9.49,-15.66,thinValidation,低PBR 0.5倍 / 低PER 9.14倍 / ネット現金厚め 52.9% / 買いライン圏 0.91倍 / 上昇余地大 207.93%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
6497,ハマイ,機械,通常候補へ昇格OK,79.19,1334,1462.3,3969.02,0.91,197.53,0.51,9.12,48.88,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,auxiliaryGood,補助検証良好 6回/勝率83.33%/平均6.83%,6,83.33,6.83,-8.44,high,低PBR 0.51倍 / 低PER 9.12倍 / ネット現金厚め 48.88% / 買いライン圏 0.91倍 / 上昇余地大 197.53%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
9896,ＪＫホールディングス,卸売業,通常候補へ昇格OK,73.84,1423,1565.04,3843.6,0.91,170.11,0.58,8.89,44.28,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,low,財務ガード通過,thin,検証取引少 0回,6,50,6.64,-6.73,thinValidation,低PBR 0.58倍 / 低PER 8.89倍 / ネット現金厚め 44.28% / 買いライン圏 0.91倍 / 上昇余地大 170.11%,価格検証取引少 0回。財務と現在価格を優先,自動ランキングへ反映済み。通常候補追加プレビューへも反映
8383,鳥取銀行,銀行業,追加確認,66.87,1552,1709.6,8308.01,0.91,435.31,0.29,9.08,488.97,0,0,0,0,今買い候補,irbank:2026/03,0,決算未取得,,,,,,決算短信データ未取得,,medium,特殊業種,auxiliaryGood,補助検証良好 6回/勝率66.67%/平均6.66%,6,66.67,6.66,-9.51,financialCaution,低PBR 0.29倍 / 低PER 9.08倍 / ネット現金厚め 488.97% / 買いライン圏 0.91倍 / 上昇余地大 435.31%,銀行業は財務構造が特殊なため原資料確認を優先 / 価格検証取引少 0回。財務と現在価格を優先,自動ランキングには反映。原資料チェックで信頼度を上げる
