code,month,close,source
5020,2024-10,773.2971,yahoo
5020,2024-11,790.0289,yahoo
5020,2024-12,752.5496,yahoo
5020,2025-01,763.8317,yahoo
5020,2025-02,747.9603,yahoo
5020,2025-03,665.8894,yahoo
5020,2025-04,665.404,yahoo
5020,2025-05,694.2374,yahoo
5020,2025-06,770.4473,yahoo
5020,2025-07,854.1324,yahoo
5020,2025-08,912.4791,yahoo
5020,2025-09,961.2715,yahoo
5020,2025-10,1016.3114,yahoo
5020,2025-11,1093.8811,yahoo
5020,2025-12,1283.1117,yahoo
5020,2026-01,1470.366,yahoo
5020,2026-02,1393.7844,yahoo
5020,2026-03,1320.5,yahoo
5020,2026-04,1305.5,yahoo
5020,2026-05,1214.5,yahoo
5020,2026-06,1214.5,yahoo
5021,2023-07,2292.2805,yahoo
5021,2023-08,2301.0295,yahoo
5021,2023-09,2472.5085,yahoo
5021,2023-10,2533.197,yahoo
5021,2023-11,2547.1331,yahoo
5021,2023-12,2771.9067,yahoo
5021,2024-01,2997.1299,yahoo
5021,2024-02,3432.291,yahoo
5021,2024-03,3472.053,yahoo
5021,2024-04,3583.5217,yahoo
5021,2024-05,3715.6333,yahoo
5021,2024-06,3748.6609,yahoo
5021,2024-07,3692.6973,yahoo
5021,2024-08,3584.4395,yahoo
5021,2024-09,3551.7402,yahoo
5021,2024-10,3043.948,yahoo
5021,2024-11,3239.8643,yahoo
5021,2024-12,3160.843,yahoo
5021,2025-01,3082.2896,yahoo
5021,2025-02,2994.8518,yahoo
5021,2025-03,2811.519,yahoo
5021,2025-04,2930.6064,yahoo
5021,2025-05,2966.1406,yahoo
5021,2025-06,3225.4438,yahoo
5021,2025-07,3426.1636,yahoo
5021,2025-08,3439.1289,yahoo
5021,2025-09,3448.9443,yahoo
5021,2025-10,3975.4033,yahoo
5021,2025-11,4093.0479,yahoo
5021,2025-12,4523.4307,yahoo
5021,2026-01,4722.4458,yahoo
5021,2026-02,4345.0034,yahoo
5021,2026-03,4003.0,yahoo
5021,2026-04,3739.0,yahoo
5021,2026-05,3757.0,yahoo
5021,2026-06,3757.0,yahoo
5025,2023-07,651.0,yahoo
5025,2023-08,651.0,yahoo
5025,2023-09,495.0,yahoo
5025,2023-10,505.0,yahoo
5025,2023-11,509.0,yahoo
5025,2023-12,615.0,yahoo
5025,2024-01,571.0,yahoo
5025,2024-02,548.0,yahoo
5025,2024-03,559.0,yahoo
5025,2024-04,542.0,yahoo
5025,2024-05,600.0,yahoo
5025,2024-06,574.0,yahoo
5025,2024-07,533.0,yahoo
5025,2024-08,739.0,yahoo
5025,2024-09,565.0,yahoo
5025,2024-10,669.0,yahoo
5025,2024-11,636.0,yahoo
5025,2024-12,710.0,yahoo
5025,2025-01,703.0,yahoo
5025,2025-02,770.0,yahoo
5025,2025-03,660.0,yahoo
5025,2025-04,651.0,yahoo
5025,2025-05,692.0,yahoo
5025,2025-06,698.0,yahoo
5025,2025-07,689.0,yahoo
5025,2025-08,697.0,yahoo
5025,2025-09,701.0,yahoo
5025,2025-10,676.0,yahoo
5025,2025-11,644.0,yahoo
5025,2025-12,711.0,yahoo
5025,2026-01,722.0,yahoo
5025,2026-02,707.0,yahoo
5025,2026-03,675.0,yahoo
5025,2026-04,650.0,yahoo
5025,2026-05,532.0,yahoo
5025,2026-06,532.0,yahoo
5026,2023-07,767.0,yahoo
