rankSeed,code,name,market,sector,points,firstDate,lastDate,lastClose,periodReturn,bestStrategy,trades,winRate,averageReturn,maxDrawdown,latestSignal,priceScore,judgement,error
1326,4430,"TOKAI SOFT CO.,LTD.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1586,0,上昇中押し目,3,33.3,-1.4,-8.2,待ち,7.9,見送り寄り,
1375,4499,"Speee,Inc.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,2400,13.7,上昇中押し目,6,33.3,-1.1,-14.6,待ち,7.9,見送り寄り,
335,2435,"CEDAR.Co.,Ltd",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,205,-2.4,安値反転,3,33.3,-1.4,-8.4,待ち,7.8,見送り寄り,
1592,4927,POLA ORBIS HOLDINGS INC.,Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,1241,-8,上昇中押し目,3,33.3,-2.7,-6.2,待ち,7.8,見送り寄り,
2057,6208,"Ishikawa Seisakusho,Ltd.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,1736,23,高値更新,3,33.3,1.7,-13.6,待ち,7.8,見送り寄り,
3727,9996,"Satoh&Co.,Ltd.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1973,3.8,高値更新,2,50,-2.9,-8.4,待ち,7.7,見送り寄り,
1354,4475,HENNGE K.K.,Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1000,-33.9,安値反転,3,33.3,-0.8,-9.6,待ち,7.6,見送り寄り,
1482,4681,"RESORTTRUST,INC.",Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,1714.5,3.9,安値反転,5,20,-6.6,-9.3,安値反転候補,7.6,見送り寄り,
1748,5380,SHINTO COMPANY LIMITED,Standard Market(Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,1200,-25.8,安値反転,3,33.3,-5.1,-10.7,安値反転候補,7.6,見送り寄り,
3324,9023,"Tokyo Metro Co.,Ltd.",Prime Market (Domestic),Land Transportation,254,2025-06-09,2026-06-23,1377.5,-19.4,安値反転,2,50,-2.7,-8.7,待ち,7.6,見送り寄り,
522,2927,"AFC-HD AMS Life Science Co.,Ltd.",Standard Market(Domestic),Foods,254,2025-06-09,2026-06-23,828,-3.7,安値反転,3,33.3,-1.6,-8.3,待ち,7.5,見送り寄り,
1587,4920,"Nippon Shikizai,Inc.",Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,1120,9.8,安値反転,2,50,-3,-8.4,待ち,7.5,見送り寄り,
2248,6535,"i-mobile Co.,Ltd.",Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,484,-18,安値反転,3,0,-2.4,-5.6,安値反転候補,7.5,見送り寄り,
1118,4069,BlueMeme Inc.,Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,787,-34.2,安値反転,3,33.3,-0.7,-9.9,待ち,7.4,見送り寄り,
2841,7702,"JMS CO.,LTD.",Standard Market(Domestic),Precision Instruments,254,2025-06-09,2026-06-23,440,3.8,安値反転,2,0,-0.6,-6.3,安値反転候補,7.4,見送り寄り,
254,2217,Morozoff Limited,Prime Market (Domestic),Foods,254,2025-06-09,2026-06-23,1506,-7.2,安値反転,2,0,-1.7,-4.4,安値反転候補,7.3,見送り寄り,
684,3236,"PROPERST CO.,LTD.",Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,266,29.8,高値更新,5,20,-1.8,-9.3,待ち,7.3,見送り寄り,
749,3391,TSURUHA HOLDINGS INC.,Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,1990,-12.3,高値更新,2,50,-2,-10.2,待ち,7.3,見送り寄り,
1728,5288,ASIA PILE HOLDINGS CORPORATION,Prime Market (Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,1491,58.3,高値更新,3,33.3,-2,-7.9,待ち,7.3,見送り寄り,
2744,7494,"KONAKA CO.,LTD.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,218,-8.8,安値反転,2,50,-3.2,-8.1,待ち,7.3,見送り寄り,
23,141A,"TRIAL Holdings,Inc.",Growth Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,2803,35.4,高値更新,5,20,-2.9,-7.6,待ち,7.2,見送り寄り,
1902,5938,LIXIL Corporation,Prime Market (Domestic),Metal Products,254,2025-06-09,2026-06-23,1706.5,5.4,安値反転,2,50,-3.2,-8.2,待ち,7.2,見送り寄り,
2020,6149,"Odawara Engineering Co.,Ltd.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,2092,9.8,安値反転,2,50,-2.2,-10,待ち,7.1,見送り寄り,
2906,7821,"MAEDA KOSEN CO.,LTD.",Prime Market (Domestic),Other Products,254,2025-06-09,2026-06-23,1753,-13.6,上昇中押し目,4,25,-2.4,-7.4,待ち,7.1,見送り寄り,
241,2198,IKK Holdings Inc.,Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,678,-14.3,安値反転,2,50,-3.4,-8.2,待ち,7,見送り寄り,
351,2471,"S-Pool,Inc.",Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,249,-29.5,安値反転,3,33.3,-2.6,-7,待ち,7,見送り寄り,
781,3440,"NISSO GROUP Co.,Ltd.",Standard Market(Domestic),Metal Products,254,2025-06-09,2026-06-23,893,-3.1,安値反転,2,50,-2.5,-9.5,待ち,7,見送り寄り,
1033,3939,"Kanamic Network Co.,LTD",Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,485,16.9,上昇中押し目,4,25,-2.5,-7.3,待ち,7,見送り寄り,
1363,4484,"LANCERS,INC.",Growth Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,263,27.1,上昇中押し目,2,50,-3,-8.7,待ち,7,見送り寄り,
1484,4685,"Ryoyu Systems Co.,Ltd.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,2690,-24.2,安値反転,3,33.3,-0.5,-10.5,待ち,7,見送り寄り,
1965,6044,SANKI SERVICE CORPORATION,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,1554,37.3,安値反転,3,33.3,-5.6,-10.5,安値反転候補,7,見送り寄り,
3386,9201,"Japan Airlines Co.,Ltd.",Prime Market (Domestic),Air Transportation,254,2025-06-09,2026-06-23,2753.5,-6.5,安値反転,3,33.3,-1.9,-8.3,待ち,7,見送り寄り,
284,2315,CAICA DIGITAL Inc.,Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,55,-16.7,上昇中押し目,3,33.3,-1.6,-8.7,待ち,6.9,見送り寄り,
3728,9997,"BELLUNA CO.,LTD.",Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,931,5.6,安値反転,2,50,-2.4,-9.8,待ち,6.9,見送り寄り,
2554,7114,"Foodison,Inc.",Growth Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,684,-28,安値反転,2,50,-3.5,-8.1,待ち,6.7,見送り寄り,
3325,9024,SEIBU HOLDINGS INC.,Prime Market (Domestic),Land Transportation,254,2025-06-09,2026-06-23,2971.5,-27.8,安値反転,3,33.3,-3,-6.6,待ち,6.7,見送り寄り,
