rankSeed,code,name,market,sector,points,firstDate,lastDate,lastClose,periodReturn,bestStrategy,trades,winRate,averageReturn,maxDrawdown,latestSignal,priceScore,judgement,error
2021,6150,"TAKEDA MACHINERY CO.,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,2669,-6.7,高値更新,1,100,13,0,待ち,46.1,中立,
2228,6498,KITZ CORPORATION,Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,2559,119.3,上昇中押し目,6,66.7,7.8,-7.4,待ち,46.1,良さそう,
2698,7384,"Procrea Holdings,Inc.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,3495,135.2,高値更新,7,71.4,7.3,-8,待ち,46.1,良さそう,
2233,6506,YASKAWA Electric Corporation,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,7156,126.2,上昇中押し目,4,75,6.8,-4.9,待ち,46,良さそう,
2579,7175,"The Imamura Securities Co.,Ltd.",Standard Market(Domestic),Securities and Commodities Futures,254,2025-06-09,2026-06-23,1355,30.9,上昇中押し目,3,100,3.6,-4.3,待ち,46,良さそう,
1751,5388,"KUNIMINE INDUSTRIES CO.,LTD.",Standard Market(Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,1242,16.1,安値反転,2,50,8,-3,安値反転候補,45.9,中立,
1174,4186,"TOKYO OHKA KOGYO CO.,LTD.",Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,10905,189.8,上昇中押し目,4,75,7.2,-5.7,待ち,45.8,良さそう,
1287,4385,"Mercari,Inc.",Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,3900,53.6,上昇中押し目,3,66.7,7.7,-1.6,待ち,45.8,良さそう,
2014,6141,"DMG MORI CO.,LTD.",Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,3622,18.8,安値反転,1,100,16,-5.3,待ち,45.8,中立,
2175,6403,"SUIDO KIKO KAISHA,LTD.",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,4015,106.7,上昇中押し目,3,66.7,9.6,-1.4,高値圏,45.8,良さそう,
2537,7082,"Jimoty,Inc.",Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,1416,30.3,高値更新,2,50,13.9,-1.3,高値圏,45.8,中立,
3542,9532,"OSAKA GAS CO.,LTD.",Prime Market (Domestic),Electric Power and Gas,254,2025-06-09,2026-06-23,5438,49.3,高値更新,4,75,7,-5.4,待ち,45.8,良さそう,
1453,4631,DIC Corporation,Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,5138,72.9,安値反転,1,100,16.5,-6.1,待ち,45.7,中立,
2679,7361,"Human Creation Holdings,Inc.",Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,1160,1,高値更新,1,100,9.4,-2.6,安値反転候補,45.7,中立,
3513,9441,"Bell-Park Co.,Ltd.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,2720,43.6,安値反転,1,100,15.5,-4.4,待ち,45.7,中立,
128,1885,TOA CORPORATION,Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,2109,40.4,高値更新,5,60,8,-5.3,待ち,45.6,良さそう,
1076,4008,"Sumitomo Seika Chemicals Company,Limited.",Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,1289,46,上昇中押し目,3,66.7,5.7,-5.1,上昇中押し目,45.6,良さそう,
1806,5589,"AUTOSERVER CO.,LTD.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,2800,8.5,安値反転,2,100,3.2,-1.4,待ち,45.6,良さそう,
2126,6330,TOYO ENGINEERING CORPORATION,Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,1886,173.7,高値更新,6,66.7,12.9,-16.2,待ち,45.6,中立,
2682,7366,LITALICO Inc.,Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,1538,16,高値更新,1,100,12.8,0,待ち,45.6,中立,
91,1801,TAISEI CORPORATION,Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,14040,74.4,高値更新,5,60,7,-3.8,待ち,45.5,良さそう,
598,3082,"KICHIRI HOLDINGS & Co.,Ltd.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,951,4.2,上昇中押し目,3,100,1.7,-1.5,待ち,45.5,中立,
760,3407,ASAHI KASEI CORPORATION,Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,1793,85.4,高値更新,3,66.7,8.3,-2.9,待ち,45.5,良さそう,
1027,3932,Akatsuki Inc.,Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,2811,-7.5,上昇中押し目,1,100,16.3,-5.9,待ち,45.5,中立,
2868,7747,"ASAHI INTECC CO.,LTD.",Prime Market (Domestic),Precision Instruments,254,2025-06-09,2026-06-23,3550,52.4,上昇中押し目,3,66.7,7.9,-2.1,待ち,45.5,良さそう,
3570,9619,"ICHINEN HOLDINGS CO.,LTD.",Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,2200,37.1,上昇中押し目,4,75,0.5,-3.2,安値反転候補,45.5,中立,
3158,8316,"Sumitomo Mitsui Financial Group,Inc.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,6458,76.8,高値更新,4,75,6.4,-4.8,待ち,45.4,良さそう,
382,2579,Coca-Cola Bottlers Japan Holdings Inc.,Prime Market (Domestic),Foods,254,2025-06-09,2026-06-23,4042,71.3,上昇中押し目,1,100,13.3,-1.1,待ち,45.3,中立,
666,3192,"Shirohato Co.,Ltd.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,302,10.6,高値更新,3,66.7,11.1,-7.7,待ち,45.3,良さそう,
2482,6996,NICHICON CORPORATION,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,4210,250.8,上昇中押し目,5,60,4.8,-7,上昇中押し目,45.3,良さそう,
3684,9896,"JK Holdings Co.,Ltd.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1476,22.5,高値更新,1,100,12.7,0,待ち,45.3,中立,
312,2376,SCINEX CORPORATION,Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,799,-1.2,安値反転,3,66.7,10.4,-6.7,待ち,45.2,良さそう,
629,3138,"Fujisan Magazine Service Co.,Ltd.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,1140,22.1,上昇中押し目,3,100,2.1,-2.4,待ち,45.2,中立,
2455,6943,"NKK SWITCHES CO.,LTD.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,4930,14.8,安値反転,2,100,3.8,-2.8,待ち,45.2,良さそう,
3194,8416,"THE BANK OF KOCHI,LTD.",Standard Market(Domestic),Banks,254,2025-06-09,2026-06-23,1268,69.1,高値更新,3,66.7,6.4,-6.6,上昇中押し目,45.2,良さそう,
3280,8876,"Relo Group,Inc.",Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,1802,9.5,安値反転,1,100,13.6,-1.7,待ち,45.2,中立,
1301,4398,"BroadBand Security,Inc.",Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1250,-6.7,高値更新,1,100,13.7,-1.9,待ち,45.1,中立,
1604,4958,"T.HASEGAWA CO.,LTD.",Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,3205,9.8,安値反転,2,100,6.9,-4.7,高値圏,45.1,良さそう,
1750,5384,FUJIMI INCORPORATED,Prime Market (Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,4625,149.3,上昇中押し目,3,66.7,6.5,-6.9,上昇中押し目,45.1,良さそう,
1905,5941,"NAKANISHI MFG. CO.,LTD.",Standard Market(Domestic),Metal Products,254,2025-06-09,2026-06-23,2507,2.7,高値更新,1,100,7.5,0,安値反転候補,45.1,中立,
2533,7078,INCLUSIVE Holdings Inc.,Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,345,-30.4,安値反転,1,100,15.3,-4.7,待ち,45.1,中立,
2569,7140,Petgo Corporation,Growth Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,840,13.4,安値反転,2,50,8.4,-4.3,安値反転候補,45.1,中立,
2700,7389,"Aichi Financial Group,Inc.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,1378,166.7,高値更新,6,66.7,6.7,-6.4,待ち,45.1,良さそう,
2779,7562,"ANRAKUTEI Co.,Ltd",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,3715,3.6,安値反転,2,100,2.5,-0.7,待ち,45.1,中立,
3228,8614,"TOYO SECURITIES CO.,LTD.",Prime Market (Domestic),Securities and Commodities Futures,254,2025-06-09,2026-06-23,605,28.7,高値更新,3,66.7,8,-2.7,待ち,45.1,良さそう,
3517,9449,"GMO internet group,Inc.",Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,3242,-9.2,安値反転,1,100,16,-5.8,待ち,45.1,中立,
165,1961,"SANKI ENGINEERING CO.,LTD.",Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,3025,128,上昇中押し目,5,80,5.3,-7.1,待ち,45,良さそう,
793,3465,"KI-STAR REAL ESTATE CO.,LTD",Prime Market (Domestic),Real Estate,254,2025-06-09,2026-06-23,3720,54.7,高値更新,3,66.7,6.8,-7.5,上昇中押し目,45,良さそう,
1989,6085,ARCHITECTS STUDIO JAPAN INC.,Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,306,1254,高値更新,12,75,11.8,-17.4,待ち,45,中立,
2123,6326,KUBOTA CORPORATION,Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,2734,70.4,高値更新,3,66.7,9.9,-6,待ち,45,良さそう,
2496,7031,Inbound Tech Inc.,Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,627,-27.3,安値反転,1,100,15.8,-5.6,待ち,45,中立,
2529,7073,"JAIC Co.,Ltd.",Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,2199,0.6,高値更新,1,100,12.5,0,待ち,45,中立,
3250,8739,"SPARX Group Co.,Ltd.",Prime Market (Domestic),Securities and Commodities Futures,254,2025-06-09,2026-06-23,2178,44.3,安値反転,1,100,16.7,-3.6,高値圏,45,中立,
3456,9330,AGEHA Inc.,Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,847,9.6,安値反転,2,50,6.5,-1.3,安値反転候補,45,中立,
2703,7412,ATOM CORPORATION,Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,345,-46.8,安値反転,1,100,15.4,-5,待ち,44.9,中立,
3428,9265,"YAMASHITA HEALTH CARE HOLDINGS,INC.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,3200,27.1,高値更新,1,100,12.5,0,待ち,44.9,中立,
151,1939,YONDENKO CORPORATION,Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,2023,57.7,高値更新,3,66.7,8,-2.8,待ち,44.8,良さそう,
1208,4241,atect corporation,Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,634,57.7,高値更新,4,75,11.4,-13.5,待ち,44.8,中立,
1946,6005,"MIURA CO.,LTD.",Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,3161,11.1,上昇中押し目,3,66.7,3.4,-3.7,安値反転候補,44.8,良さそう,
2531,7075,"QLS Holdings Co.,Ltd",Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,777,10.1,安値反転,2,50,6.8,-1.9,安値反転候補,44.8,中立,
3273,8844,"COSMOS INITIA Co.,Ltd.",Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,1247,-10.9,安値反転,2,100,3.9,-3.4,待ち,44.8,良さそう,
3577,9632,"Subaru Enterprise Co.,Ltd.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,3490,13.7,安値反転,1,100,15.4,-5,待ち,44.8,中立,
887,3665,Enigmo Inc.,Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,371,20.1,上昇中押し目,1,100,13.3,-1.7,待ち,44.7,中立,
2653,7299,FUJI OOZX Inc.,Standard Market(Domestic),Transportation Equipment,254,2025-06-09,2026-06-23,1652,19.5,高値更新,2,100,5.4,-6,待ち,44.7,良さそう,
2718,7442,"NAKAYAMAFUKU CO.,LTD.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,470,17.8,高値更新,1,100,12.4,0,待ち,44.7,中立,
3072,8103,Meiwa Corporation,Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,869,26.5,高値更新,1,100,12.4,0,待ち,44.7,中立,
3682,9890,"MAKIYA CO.,LTD.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,1300,24.4,安値反転,2,50,9.9,-5.4,上昇中押し目,44.7,中立,
825,3544,"SATUDORA HOLDINGS CO.,LTD.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,1113,30.3,安値反転,3,66.7,10.8,-4.5,高値圏,44.6,良さそう,
1520,4762,XNET Corporation,Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,1576,15.3,安値反転,2,100,6,-3.6,高値圏,44.6,良さそう,
1571,4887,"SAWAI GROUP HOLDINGS Co.,Ltd.",Prime Market (Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,1646.5,-7.5,高値更新,1,100,12.6,-0.4,待ち,44.6,中立,
2024,6156,A-ONE SEIMITSU INC.,Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,2017,3.5,安値反転,1,100,12.6,-0.5,待ち,44.6,中立,
3105,8157,"TSUZUKI DENKI CO.,LTD.",Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,3900,39.9,高値更新,1,100,12.5,-0.4,待ち,44.6,中立,
3438,9301,Mitsubishi Logistics Corporation,Prime Market (Domestic),Warehousing and Harbor Transportation Service,254,2025-06-09,2026-06-23,1473.5,24.7,上昇中押し目,2,100,3.8,-3.3,待ち,44.6,良さそう,
555,3003,"Hulic Co.,Ltd.",Prime Market (Domestic),Real Estate,254,2025-06-09,2026-06-23,1687.5,16.1,高値更新,2,100,2.9,-2,待ち,44.5,中立,
1931,5981,"TOKYO ROPE MFG.CO.,LTD",Prime Market (Domestic),Metal Products,254,2025-06-09,2026-06-23,1984,60.6,上昇中押し目,4,75,7,-6.5,待ち,44.5,良さそう,
2640,7277,"TBK Co.,Ltd.",Standard Market(Domestic),Transportation Equipment,254,2025-06-09,2026-06-23,312,8.7,高値更新,1,100,12.2,0,待ち,44.5,中立,
3471,9348,"ispace,inc.",Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,435,-26.8,安値反転,1,100,16.7,-7.5,待ち,44.5,中立,
106,1828,TANABE ENGINEERING CORPORATION,Standard Market(Domestic),Construction,254,2025-06-09,2026-06-23,2413,6.9,高値更新,1,100,12.2,0,待ち,44.4,中立,
123,1871,"PS Construction Co.,Ltd.",Prime Market (Domestic),Construction,254,2025-06-09,2026-06-23,2243,25.7,高値更新,4,75,7.7,-7.6,待ち,44.4,良さそう,
168,1965,TECHNO RYOWA LTD.,Standard Market(Domestic),Construction,254,2025-06-09,2026-06-23,5580,66.6,高値更新,4,75,7.8,-7.8,待ち,44.4,良さそう,
398,2652,MANDARAKE INC.,Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,400,39.9,安値反転,1,100,16.2,-3.3,高値圏,44.4,中立,
704,3286,TRUST Holdings Inc.,Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,1027,-11.7,安値反転,1,100,12.5,-0.6,待ち,44.4,中立,
777,3436,SUMCO CORPORATION,Prime Market (Domestic),Metal Products,254,2025-06-09,2026-06-23,3830,290.1,上昇中押し目,7,57.1,5.3,-8.5,上昇中押し目,44.4,良さそう,
1964,6042,"NIKKI CO.,LTD.",Standard Market(Domestic),Transportation Equipment,254,2025-06-09,2026-06-23,3885,47.3,高値更新,3,66.7,10.6,-7.6,待ち,44.4,良さそう,
2088,6264,"Marumae Co.,Ltd.",Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,2793,324.8,高値更新,9,55.6,5.5,-8.5,上昇中押し目,44.3,良さそう,
3369,9127,"TAMAI STEAMSHIP CO.,LTD",Standard Market(Domestic),Marine Transportation,254,2025-06-09,2026-06-23,2775,31.5,上昇中押し目,1,100,12.1,0,待ち,44.3,中立,
1619,4980,Dexerials Corporation,Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,4847,132.7,安値反転,1,100,15.1,-1.7,高値圏,44.2,中立,
1840,5715,"FURUKAWA CO.,LTD.",Prime Market (Domestic),Nonferrous Metals,254,2025-06-09,2026-06-23,3840,73.8,高値更新,5,60,8.5,-7.3,待ち,44.2,良さそう,
2015,6143,"Sodick Co.,Ltd.",Prime Market (Domestic),Machinery,254,2025-06-09,2026-06-23,1986,116.1,上昇中押し目,4,75,7.1,-6.9,待ち,44.2,良さそう,
3017,8008,YONDOSHI HOLDINGS INC.,Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,1924,10.1,上昇中押し目,4,100,3.1,-4.2,高値圏,44.2,良さそう,
3349,9065,SANKYU INC.,Prime Market (Domestic),Land Transportation,254,2025-06-09,2026-06-23,8596,19.6,高値更新,1,100,13.1,-1.7,待ち,44.2,中立,
851,3600,FUJIX Ltd.,Standard Market(Domestic),Textiles and Apparels,254,2025-06-09,2026-06-23,1697,9.3,上昇中押し目,3,66.7,2,-1.8,安値反転候補,44.1,中立,
1603,4956,"KONISHI CO.,LTD.",Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,1439,30.8,上昇中押し目,4,100,2.4,-3.1,高値圏,44.1,中立,
2353,6742,"Kyosan Electric Manufacturing Co.,Ltd.",Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,960,94.7,高値更新,4,75,7.5,-7.6,待ち,44.1,良さそう,
2515,7058,"Kyoei Security Service Co.,Ltd.",Standard Market(Domestic),Services,254,2025-06-09,2026-06-23,3045,26,上昇中押し目,4,75,0.3,-3.9,安値反転候補,44.1,中立,
2745,7500,"NISHIKAWA KEISOKU Co.,Ltd.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,9980,-10.1,高値更新,1,100,12,0,待ち,44.1,中立,
2980,7952,"Kawai Musical Instruments Manufacturing Co.,Ltd.",Prime Market (Domestic),Other Products,254,2025-06-09,2026-06-23,3275,24.2,安値反転,1,100,17,-4.9,高値圏,44.1,中立,
3167,8345,"The Bank of Iwate,Ltd.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,1993,164.9,高値更新,6,66.7,7.6,-8.8,待ち,44.1,良さそう,
3191,8399,"Bank of The Ryukyus,Limited",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,2524,118.9,高値更新,4,75,8.6,-9.4,待ち,44.1,良さそう,
3538,9514,EF-ON INC.,Standard Market(Domestic),Electric Power and Gas,254,2025-06-09,2026-06-23,327,-3.3,上昇中押し目,1,100,14,-3.2,待ち,44.1,中立,
370,2501,SAPPORO HOLDINGS LIMITED,Prime Market (Domestic),Foods,254,2025-06-09,2026-06-23,1875.5,28.1,安値反転,1,100,14,0,高値圏,44,中立,
573,3040,SOLITON SYSTEMS K.K.,Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,1957,51.1,高値更新,3,66.7,8.9,-5.1,待ち,44,良さそう,
774,3433,"TOCALO Co.,Ltd.",Prime Market (Domestic),Metal Products,254,2025-06-09,2026-06-23,3200,74.1,上昇中押し目,4,75,7.2,-7.3,待ち,44,良さそう,
1636,5021,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",Prime Market (Domestic),Oil and Coal Products,254,2025-06-09,2026-06-23,3688,17.5,高値更新,2,50,6.7,-2.4,安値反転候補,44,中立,
2328,6674,GS Yuasa Corporation,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,7088,180.5,上昇中押し目,4,75,7.3,-7.4,待ち,44,良さそう,
2411,6855,JAPAN ELECTRONIC MATERIALS CORPORATION,Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,8010,281.1,高値更新,5,60,5.4,-9,上昇中押し目,44,良さそう,
2584,7183,"Anshin Guarantor Service Co.,Ltd.",Standard Market(Domestic),Other Financing Business,254,2025-06-09,2026-06-23,256,56.1,安値反転,1,100,15.6,-2.7,高値圏,44,中立,
995,3891,NIPPON KODOSHI CORPORATION,Standard Market(Domestic),Pulp and Paper,254,2025-06-09,2026-06-23,9590,441.8,上昇中押し目,3,66.7,7.1,-8.8,上昇中押し目,43.9,良さそう,
3465,9342,Sumasapo Inc.,Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,812,-20,安値反転,3,66.7,5.6,-8.1,安値反転候補,43.9,良さそう,
3724,9991,GECOSS CORPORATION,Prime Market (Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1519,23.5,高値更新,2,50,6.3,-1.8,安値反転候補,43.9,中立,
1089,4025,"TAKI CHEMICAL CO.,LTD.",Prime Market (Domestic),Chemicals,254,2025-06-09,2026-06-23,4635,61.8,安値反転,1,100,15.8,-6.4,待ち,43.8,中立,
112,1848,FUJI P.S CORPORATION,Standard Market(Domestic),Construction,254,2025-06-09,2026-06-23,605,32.1,高値更新,2,50,10.2,-0.2,待ち,43.7,中立,
411,2674,"HARD OFF CORPORATION Co.,Ltd.",Prime Market (Domestic),Retail Trade,254,2025-06-09,2026-06-23,2511,44.2,上昇中押し目,3,66.7,7.4,-2.9,待ち,43.7,良さそう,
1140,4107,ISE CHEMICALS CORPORATION,Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,3720,46.1,高値更新,6,66.7,8.9,-11.1,待ち,43.7,良さそう,
1381,4516,"Nippon Shinyaku Co.,Ltd.",Prime Market (Domestic),Pharmaceutical,254,2025-06-09,2026-06-23,4016,12.3,高値更新,3,66.7,9.6,-6.6,待ち,43.7,良さそう,
1456,4635,"TOKYO PRINTING INK MFG.CO.,LTD.",Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,1310,58.8,上昇中押し目,3,66.7,9.3,-6,待ち,43.7,良さそう,
2669,7350,"Okinawa Financial Group,Inc.",Prime Market (Domestic),Banks,254,2025-06-09,2026-06-23,6300,119.2,高値更新,4,75,5.8,-5.2,待ち,43.7,良さそう,
3453,9325,PHYZ Holdings Inc.,Standard Market(Domestic),Warehousing and Harbor Transportation Service,254,2025-06-09,2026-06-23,1089,-7.3,安値反転,1,100,13.2,-2.3,待ち,43.7,中立,
3537,9513,"Electric Power Development Co.,Ltd.",Prime Market (Domestic),Electric Power and Gas,254,2025-06-09,2026-06-23,3806,61.8,上昇中押し目,4,75,6.4,-6,待ち,43.7,良さそう,
710,3297,"Toubujyuhan Co.,Ltd.",Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,1080,0.2,高値更新,2,100,4.2,-4.9,待ち,43.6,良さそう,
1004,3907,Silicon Studio Corp.,Standard Market(Domestic),Information & Communication,254,2025-06-09,2026-06-23,918,-11,高値更新,4,75,11.3,-14.3,待ち,43.6,中立,
2687,7371,Zenken Corporation,Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,753,17.7,安値反転,2,100,5.5,-3.7,高値圏,43.6,良さそう,
2137,6342,"Taihei Machinery Works,Limited",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,2663,-0.9,上昇中押し目,2,50,10.8,-1.2,待ち,43.5,中立,
2344,6724,SEIKO EPSON CORPORATION,Prime Market (Domestic),Electric Appliances,254,2025-06-09,2026-06-23,2672.5,43.6,安値反転,2,50,8.5,-4.1,上昇中押し目,43.5,中立,
576,3045,"Kawasaki & Co.,Ltd.",Standard Market(Domestic),Wholesale Trade,254,2025-06-09,2026-06-23,1467,6.5,安値反転,2,100,1.6,-0.7,待ち,43.4,中立,
1828,5695,"Powdertech Co.,Ltd.",Standard Market(Domestic),Iron and Steel,254,2025-06-09,2026-06-23,3030,46.4,上昇中押し目,4,75,6.6,-3.4,高値圏,43.4,良さそう,
2193,6444,SANDEN CORPORATION,Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,159,32.5,高値更新,1,100,14.2,-4.1,待ち,43.4,中立,
2778,7561,HURXLEY CORPORATION,Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,639,5.6,上昇中押し目,1,100,7.2,-0.9,安値反転候補,43.4,中立,
2971,7939,"KENSOH CO.,LTD.",Standard Market(Domestic),Other Products,254,2025-06-09,2026-06-23,572,12.6,高値更新,1,100,7.3,-1,安値反転候補,43.4,中立,
3578,9633,"TOKYO THEATRES COMPANY,INCORPORATED",Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,1605,48.2,高値更新,2,100,2.8,-2.7,待ち,43.4,中立,
17,1401,"mbs,inc.",Growth Market(Domestic),Construction,254,2025-06-09,2026-06-23,1330,47.8,上昇中押し目,2,50,8.8,-6.5,安値反転候補,43.3,中立,
560,3020,"Applied Co.,Ltd.",Standard Market(Domestic),Retail Trade,254,2025-06-09,2026-06-23,4000,21.8,高値更新,1,100,13.3,-2.7,待ち,43.3,中立,
683,3232,"Mie Kotsu Group Holdings,Inc.",Prime Market (Domestic),Real Estate,254,2025-06-09,2026-06-23,522,8.3,安値反転,2,100,1.5,-0.6,待ち,43.3,中立,
2325,6666,RIVER ELETEC CORPORATION,Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,882,110,上昇中押し目,1,100,11.7,0,待ち,43.3,中立,
390,2597,UNICAFE INC.,Standard Market(Domestic),Foods,254,2025-06-09,2026-06-23,1089,18.6,安値反転,2,100,1.8,-1.1,待ち,43.2,中立,
1277,4373,"Simplex Holdings,Inc.",Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,911,-7.4,安値反転,1,100,15.5,-6.5,待ち,43.2,中立,
1449,4627,"NATOCO CO.,LTD.",Standard Market(Domestic),Chemicals,254,2025-06-09,2026-06-23,1788,30.4,安値反転,2,100,3.2,-3.4,待ち,43.2,良さそう,
229,2170,Link and Motivation Inc.,Prime Market (Domestic),Services,254,2025-06-09,2026-06-23,529,4.1,安値反転,1,100,12.5,-1.6,待ち,43.1,中立,
548,2993,Choei Inc.,Standard Market(Domestic),Real Estate,254,2025-06-09,2026-06-23,2131,6.2,高値更新,1,100,8.4,-3.1,安値反転候補,43.1,中立,
964,3817,"SRA Holdings,Inc.",Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,4315,-6.2,上昇中押し目,1,100,12.1,-1,待ち,43.1,中立,
1012,3915,"TerraSky Co.,Ltd",Prime Market (Domestic),Information & Communication,254,2025-06-09,2026-06-23,2520,-19.1,安値反転,2,50,7.8,-3.3,上昇中押し目,43.1,中立,
1719,5271,"TOYO ASANO FOUNDATION CO.,LTD.",Standard Market(Domestic),Glass and Ceramics Products,254,2025-06-09,2026-06-23,2111,-7.8,上昇中押し目,2,100,2,-1.5,待ち,43.1,中立,
2172,6396,"Unozawa-gumi Iron Works,Limited",Standard Market(Domestic),Machinery,254,2025-06-09,2026-06-23,3905,31.7,上昇中押し目,1,100,11.6,0,待ち,43.1,中立,
2232,6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,1985,45.2,上昇中押し目,4,75,6.5,-6.8,待ち,43.1,良さそう,
2243,6524,"KOHOKU KOGYO CO.,LTD.",Standard Market(Domestic),Electric Appliances,254,2025-06-09,2026-06-23,5840,169.6,上昇中押し目,4,75,3.7,-8.8,上昇中押し目,43.1,良さそう,
3376,9159,W TOKYO Inc.,Growth Market(Domestic),Services,254,2025-06-09,2026-06-23,1837,14.9,高値更新,1,100,13.8,-3.7,待ち,43.1,中立,
